,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,TB,3.6,0,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,Tampa Bay,Buccaneers,7,71,50,23:43,155,95,25,0,sr:competitor:4388,180,0
2,BUF,5.3,2,768c92aa-75ff-4a43-bcc0-f2798c2e1724,2,Buffalo,Bills,8,70,82,36:17,130,-3,27,0,sr:competitor:4376,433,2
