,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,STL,2.4,2,39f349de-6463-4803-ad70-f1e0f144f5ed,2,St. Louis,Rams,7,75,51,22:39,2470,157,21,0,,121,4
2,BAL,3.4,5,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,4,Baltimore,Ravens,10,80,78,37:21,2443,93,38,0,sr:competitor:4413,267,7
