,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,MIN,5.1,2,33405046-04ee-4058-a950-d606f8c30852,2,Minnesota,Vikings,8,83,56,31:39,2566,53,24,0,sr:competitor:4423,286,2
2,CHI,5.2,0,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,Chicago,Bears,10,82,63,28:21,2554,12,21,0,sr:competitor:4391,325,2
