,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,MIA,4.6,1,4809ecb0-abd3-451d-9c4a-92a90b83ca06,1,Miami,Dolphins,6,36,67,38:20,142,74,41,0,sr:competitor:4287,308,1
2,SEA,3.0,3,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,2,Seattle,Seahawks,2,10,47,21:40,152,52,19,0,sr:competitor:4430,143,6
