,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,WAS,4.2,2,22052ff7-c065-42ee-bc8f-c4691c50e624,1,Washington,Redskins,9,72,65,30:57,2473,12,23,0,sr:competitor:4432,275,3
2,TB,6.9,2,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,Tampa Bay,Buccaneers,6,59,55,29:03,2471,55,25,0,sr:competitor:4388,379,0
