,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,KC,5.8,1,6680d28d-d4d2-49f6-aace-5292d3ec02c2,1,Kansas City,Chiefs,6,40,60,25:59,141,11,19,0,sr:competitor:4422,346,1
2,OAK,5.8,1,1c1cec48-6352-4556-b789-35304c1a6ae1,1,Oakland,Raiders,8,69,68,34:01,148,17,33,0,sr:competitor:4390,391,1
