,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,SF,5.5,4,f0e724b0-4cbf-495a-be47-013907608da9,2,San Francisco,49ers,11,85,81,32:34,2503,89,19,0,sr:competitor:4389,448,2
2,ARI,4.9,1,de760528-1dc0-416a-a978-b510d20692ff,0,Arizona,Cardinals,8,60,65,30:49,2475,36,29,0,sr:competitor:4412,320,1
