,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,TB,5.2,0,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,Tampa Bay,Buccaneers,5,40,70,36:13,191,85,39,0,sr:competitor:4388,364,0
2,NO,5.0,0,0d855753-ea21-4953-89f9-0e20aff9eb73,0,New Orleans,Saints,3,23,54,23:47,181,10,13,0,sr:competitor:4425,271,4
