,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CAR,5.1,2,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,1,Carolina,Panthers,2,25,70,31:57,131,44,31,0,sr:competitor:4415,356,2
2,GB,4.8,3,a20471b4-a8d9-40c7-95ad-90cc30e46932,2,Green Bay,Packers,6,55,68,28:03,138,71,14,0,sr:competitor:4420,326,5
