,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,STL,7.1,0,39f349de-6463-4803-ad70-f1e0f144f5ed,0,St. Louis,Rams,11,96,74,34:44,154,1,31,0,,529,1
2,ATL,5.3,0,e6aa13a4-0055-48a9-bc41-be28dc106929,0,Atlanta,Falcons,8,40,49,25:16,128,2,16,0,sr:competitor:4393,259,1
