,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,BAL,4.9,2,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,Baltimore,Ravens,6,50,68,33:05,2477,80,41,0,sr:competitor:4413,332,0
2,MIA,5.7,2,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,Miami,Dolphins,5,50,61,26:55,2491,28,20,1,sr:competitor:4287,345,3
