,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,TEN,5.0,3,d26a1ca5-722d-4274-8f97-c92e49c96315,3,Tennessee,Titans,5,45,75,38:19,156,134,47,0,sr:competitor:367364,374,7
2,CLE,3.0,0,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,Cleveland,Browns,7,61,42,21:41,134,53,18,0,sr:competitor:4417,125,1
