,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,OAK,4.8,3,1c1cec48-6352-4556-b789-35304c1a6ae1,2,Oakland,Raiders,5,39,57,24:49,2628,44,29,0,sr:competitor:4390,271,2
2,KC,5.0,1,6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,Kansas City,Chiefs,6,57,60,35:11,2627,2,37,0,sr:competitor:4422,301,1
