,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,GB,6.1,2,a20471b4-a8d9-40c7-95ad-90cc30e46932,1,Green Bay,Packers,2,25,65,33:16,2594,45,38,0,sr:competitor:4420,394,1
2,DET,4.5,0,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,Detroit,Lions,7,55,65,26:44,2593,0,17,0,sr:competitor:4419,293,2
