,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,IND,4.9,1,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,1,Indianapolis,Colts,4,64,73,33:59,139,18,38,0,sr:competitor:4421,358,1
2,NYJ,6.1,0,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,New York,Jets,6,65,60,26:01,147,15,22,0,sr:competitor:4427,367,2
