,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,SEA,5.8,2,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,1,Seattle,Seahawks,4,20,68,31:21,1112,48,34,0,sr:competitor:4430,392,1
2,STL,4.1,2,39f349de-6463-4803-ad70-f1e0f144f5ed,2,St. Louis,Rams,12,102,66,28:39,1114,9,15,0,,271,5
