,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,ARI,5.5,2,de760528-1dc0-416a-a978-b510d20692ff,1,Arizona,Cardinals,3,29,68,29:23,2637,-5,15,0,sr:competitor:4412,371,2
2,NYG,5.3,0,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,New York,Giants,9,76,61,30:37,2634,34,27,0,sr:competitor:4426,321,0
