,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,PHI,7.5,1,386bdbf9-9eea-4869-bb9a-274b0bc66e80,1,Philadelphia,Eagles,9,110,67,31:52,149,24,21,0,sr:competitor:4428,502,3
2,ATL,3.4,0,e6aa13a4-0055-48a9-bc41-be28dc106929,0,Atlanta,Falcons,2,10,59,28:08,128,97,22,0,sr:competitor:4393,200,1
