,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CIN,6.5,1,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,1,Cincinnati,Bengals,5,40,68,35:45,2555,10,39,0,sr:competitor:4416,439,4
2,OAK,3.8,2,1c1cec48-6352-4556-b789-35304c1a6ae1,1,Oakland,Raiders,6,38,59,24:15,2572,16,16,0,sr:competitor:4390,223,2
