,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,KC,4.9,1,6680d28d-d4d2-49f6-aace-5292d3ec02c2,1,Kansas City,Chiefs,7,47,53,25:54,2456,105,24,0,sr:competitor:4422,262,2
2,DEN,6.7,4,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,Denver,Broncos,7,59,70,34:06,2450,22,31,0,sr:competitor:4418,468,1
