,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,DEN,5.5,3,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,Denver,Broncos,6,44,60,33:20,2450,9,23,0,sr:competitor:4418,332,1
2,DET,4.9,1,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,Detroit,Lions,8,74,58,26:40,2451,25,24,0,sr:competitor:4419,285,0
