,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,SEA,5.1,3,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,2,Seattle,Seahawks,3,16,55,26:08,2576,95,26,0,sr:competitor:4430,283,2
2,STL,4.7,1,39f349de-6463-4803-ad70-f1e0f144f5ed,0,St. Louis,Rams,7,58,64,33:52,2578,10,20,0,,299,1
