,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CLE,5.1,1,d5a2eb42-8065-4174-ab79-0a6fa820e35e,1,Cleveland,Browns,4,25,62,30:45,1093,8,34,0,sr:competitor:4417,318,4
2,ATL,4.8,4,e6aa13a4-0055-48a9-bc41-be28dc106929,2,Atlanta,Falcons,4,27,69,29:15,1087,22,27,0,sr:competitor:4393,331,3
