,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,DET,6.0,2,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,Detroit,Lions,6,40,66,31:41,2559,23,27,0,sr:competitor:4419,397,1
2,BUF,4.0,2,768c92aa-75ff-4a43-bcc0-f2798c2e1724,2,Buffalo,Bills,2,20,60,28:19,2552,35,21,0,sr:competitor:4376,242,3
