,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,GB,6.1,0,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,Green Bay,Packers,4,35,80,40:40,2594,41,32,0,sr:competitor:4420,488,0
2,MIN,5.6,1,33405046-04ee-4058-a950-d606f8c30852,0,Minnesota,Vikings,5,51,44,19:20,2600,0,15,0,sr:competitor:4423,247,1
