,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,CLE,4.6,2,d5a2eb42-8065-4174-ab79-0a6fa820e35e,1,Cleveland,Browns,5,72,48,22:47,169,95,15,0,sr:competitor:4417,220,2
2,JAC,3.7,2,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,1,Jacksonville,Jaguars,9,85,76,37:13,175,4,33,0,sr:competitor:4386,282,3
