,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,OAK,3.5,5,1c1cec48-6352-4556-b789-35304c1a6ae1,1,Oakland,Raiders,10,83,75,37:02,2628,25,36,0,sr:competitor:4390,259,3
2,CAR,3.8,0,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,Carolina,Panthers,4,40,57,22:58,2644,134,28,0,sr:competitor:4415,219,4
