,alias,avg_gain,fumbles,id,lost_fumbles,market,name,penalties,penalty_yards,play_count,possession_time,reference,return_yards,rush_plays,safeties,sr_id,total_yards,turnovers
0,,,,,,,,,,,,,,,,,,
1,DEN,7.3,1,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,Denver,Broncos,6,62,73,33:11,2622,2,27,0,sr:competitor:4418,532,2
2,BUF,5.3,1,768c92aa-75ff-4a43-bcc0-f2798c2e1724,0,Buffalo,Bills,4,26,52,26:49,2617,1,26,0,sr:competitor:4376,275,0
