,attendance,entry_mode,id,number,reference,scheduled,status,utc_offset
212,70069,INGEST,27d7fdaa-2b4f-4975-b727-309dbc76bcb6,210,56046,2013-12-15T18:03:09+00:00,closed,-5
213,45873,INGEST,2ea09a98-61b2-4944-b760-45521cf58867,223,56059,2013-12-16T01:31:14+00:00,closed,-5
214,91054,INGEST,320deb05-37b7-4427-b670-c53e7fd3f744,222,56058,2013-12-15T21:25:25+00:00,closed,-6
215,60085,INGEST,3644ad13-070b-40b0-afac-58bfd65dd1df,213,56049,2013-12-15T18:02:48+00:00,closed,-5
216,76497,INGEST,871f0882-0a67-4fc9-aa65-c980f2f2dacd,209,56045,2013-12-13T01:29:30+00:00,closed,-7
217,64742,INGEST,88d5ea4a-3300-48f2-b024-1e5aa7823ab3,224,56060,2013-12-17T01:40:34+00:00,closed,-5
218,69143,INGEST,8b5257ff-9e94-4616-92c3-d0795f2737db,219,56055,2013-12-15T21:25:52+00:00,closed,-6
219,64087,INGEST,90132602-2aab-4ac7-b97d-0fef9e034350,215,56051,2013-12-15T18:02:33+00:00,closed,-6
220,71863,INGEST,9f925164-88da-49fa-a704-ddfccae9e3a5,214,56050,2013-12-15T18:02:44+00:00,closed,-5
221,79691,INGEST,ee91e78e-d444-47e8-8159-8e5836613a01,216,56052,2013-12-15T18:03:11+00:00,closed,-5
222,71513,INGEST,fe5eefcc-017c-4994-bbeb-703e56951796,211,56047,2013-12-15T18:03:02+00:00,closed,-5
223,64142,INGEST,fe9b4c59-cc95-4d33-bae1-437dc024c644,218,56054,2013-12-15T18:02:54+00:00,closed,-5
224,77999,INGEST,00d5024b-0853-4e09-ad5a-4981a968f0ad,237,56073,2013-12-22T21:26:01+00:00,closed,-6
225,73825,INGEST,04a2c6e9-cde6-451c-9e01-b519c1719de1,226,56062,2013-12-22T18:05:14+00:00,closed,-5
226,60559,INGEST,139725fe-8eb0-4290-8d54-1952cd13c08d,229,56065,2013-12-22T18:02:49+00:00,closed,-5
227,61555,INGEST,1916fa49-5e91-4b12-9bb8-7d66588b8539,227,56063,2013-12-22T18:02:49+00:00,closed,-5
228,63996,INGEST,2ae0e3df-1e4a-40cc-ba8a-ef5c5c79fbfe,235,56071,2013-12-22T21:05:25+00:00,closed,-5
229,76957,INGEST,333c6ec1-eb4f-4be4-96bc-d3fef78b16a9,231,56067,2013-12-22T18:02:52+00:00,closed,-5
230,54305,INGEST,4b2cbbaa-c17b-4aa0-a6a0-13d394a63a4f,225,56061,2013-12-22T18:02:20+00:00,closed,-5
231,65675,INGEST,56f3e9ad-a5f1-4f19-9965-654357c84db1,238,56074,2013-12-22T21:25:26+00:00,closed,-8
232,69144,INGEST,65022472-03a8-402f-8a02-cc0aa9c7b275,232,56068,2013-12-23T01:30:54+00:00,closed,-5
233,75396,INGEST,721d340c-c317-452a-907b-5a7bae4aed56,230,56066,2013-12-22T18:02:41+00:00,closed,-6
234,71433,INGEST,9c305126-3310-4c3a-8a83-90e4c45cc846,239,56075,2013-12-22T21:26:30+00:00,closed,-5
235,80411,INGEST,a824c875-bd11-4cec-ad50-275bf5f08da1,234,56070,2013-12-22T18:02:58+00:00,closed,-5
236,69732,INGEST,bd2c7cf6-a537-4d2d-b526-e4b1b3193c66,240,56076,2013-12-24T01:40:59+00:00,closed,-8
237,54423,INGEST,e3944202-9ad3-468c-96fc-36ab710237ba,233,56069,2013-12-22T18:03:18+00:00,closed,-6
238,71761,INGEST,e74a482a-8e98-4d97-9bad-ce7998713f2d,228,56064,2013-12-22T18:02:36+00:00,closed,-6
239,68266,INGEST,ffb9ca46-744b-4cb0-8b29-6a9035134271,236,56072,2013-12-22T21:05:49+00:00,closed,-8
240,62708,INGEST,1b434a0c-70e8-4cb6-a283-517129f46349,242,56078,2013-12-29T21:25:29+00:00,closed,-6
241,66008,INGEST,4bdeccf6-b272-48ac-a5aa-1b17017c7bc0,245,56081,2013-12-29T18:02:50+00:00,closed,-5
242,70427,INGEST,4c455c72-b2c3-45bf-91b7-438f5d5bd8c6,241,56077,2013-12-29T18:02:59+00:00,closed,-5
243,69143,INGEST,8cee7652-971f-45fd-8dcf-c7611160ba0b,252,56088,2013-12-29T18:02:22+00:00,closed,-6
244,51500,INGEST,99c06bd0-9e9c-4c1e-8e0a-43260d5020e8,254,56090,2013-12-29T21:25:57+00:00,closed,-8
245,64134,INGEST,99d975a1-1709-48d9-849d-a90850ad941a,247,56083,2013-12-29T18:02:58+00:00,closed,-6
246,80177,INGEST,9c2f5cfa-dad3-4bf3-b5c9-722991429873,250,56086,2013-12-29T18:03:01+00:00,closed,-5
247,70296,INGEST,9de37bdb-9f47-4d8a-9fc6-4eaa4037a8cb,246,56082,2013-12-29T18:02:45+00:00,closed,-5
248,91166,INGEST,c69a61aa-7315-44d0-81cf-0a4d2e1fed3a,244,56080,2013-12-30T01:30:52+00:00,closed,-6
249,62406,INGEST,d05bd327-3449-405d-9a39-9a4b5c28b7da,243,56079,2013-12-29T18:02:40+00:00,closed,-5
250,66374,INGEST,d7e411e5-84c7-404c-9c9e-126023d9f794,255,56091,2013-12-29T21:32:39+00:00,closed,-8
251,63570,INGEST,dc2da130-1143-4a57-a821-91cf0e5d4454,253,56089,2013-12-29T21:25:26+00:00,closed,-7
252,68756,INGEST,e2ca316b-8814-4823-9c68-0cd674a2ab0d,248,56084,2013-12-29T21:25:36+00:00,closed,-5
253,68264,INGEST,f11d052b-9254-4f03-97f7-438eab3596ab,256,56092,2013-12-29T21:26:00+00:00,closed,-8
254,56361,INGEST,f41b6223-bda6-4e7e-bcba-1f9cdda6c39c,251,56087,2013-12-29T18:02:29+00:00,closed,-5
255,73150,INGEST,f5bbc5f5-55a2-49cb-86a9-4dcfddbf31cf,249,56085,2013-12-29T21:25:25+00:00,closed,-6
