,attendance,entry_mode,id,number,reference,scheduled,sr_id,status,utc_offset,weather
40,66829,INGEST,a82483ad-74e4-4ccb-a6fb-a4001e652b8c,33,56933,2016-09-23T00:25:00+00:00,,closed,-5,"Clear Temp: 68 F, Humidity: 60%, Wind: South 4 mph"
41,63850,INGEST,a86f0825-89b6-428c-96a3-ae05722fe11e,36,56936,2016-09-25T17:00:00+00:00,,closed,-5,"Sunny Temp: 81 F, Humidity: 53%, Wind: S 3 mph"
42,55009,INGEST,c8f64b22-91e9-411c-ace2-4a035721aaa0,43,56943,2016-09-25T20:05:00+00:00,,closed,-5,"Cloudy Temp: 91 F, Humidity: 58%, Wind: NW 4 mph"
43,71587,INGEST,d2f7fb13-810b-4974-b320-33168faee1bc,45,56945,2016-09-25T20:25:00+00:00,,closed,-6,"Temp: 65 F, Humidity: 63%, Wind: Northwest 9 mph"
44,69596,INGEST,dd7802b1-aa62-48f8-b6bc-1c6fa46aa81c,46,56946,2016-09-25T20:25:00+00:00,,closed,-5,"Sunny Temp: 73 F, Humidity: 39%, Wind: NNE 7 mph"
45,90554,INGEST,f2ccc465-c8c5-41d9-b5bd-839579875e96,47,56947,2016-09-26T00:30:00+00:00,,closed,-6,"Temp:  F, Wind:   mph"
46,73003,INGEST,f6d92bf8-26a4-4eca-8db4-867e84bfa430,48,56948,2016-09-27T00:30:00+00:00,,closed,-6,"Partly Cloudy Temp: 90 F, Humidity: 53%, Wind: SW 4 mph"
47,73813,INGEST,fad4ae55-240c-4943-af98-c2cea96458bc,35,56935,2016-09-25T17:00:00+00:00,,closed,-5,"Partly Cloudy Temp: 80 F, Humidity: 63%, Wind: N 0 mph"
48,66829,INGEST,115c0f32-af57-4bfb-b36b-e7d0dbdb7458,55,56955,2016-10-02T17:00:00+00:00,,closed,-5,"Cloudy Temp: 56 F, Humidity: 91%, Wind: NNE 7 mph"
49,66690,INGEST,368b82a4-fc70-4c1f-ac54-f53c7063cea7,63,56963,2016-10-04T00:30:00+00:00,,closed,-6,"Indoors Temp:  F, Wind:   mph"
50,60834,INGEST,4cff7217-ff87-4f37-8622-464413e6c7a6,49,56949,2016-09-30T00:25:00+00:00,,closed,-5,"Mostly Cloudy Temp: 62 F, Humidity: 77%, Wind: NW 2 mph"
51,70508,INGEST,5bc5bd81-a893-4693-b1ab-0559706b8231,51,56951,2016-10-02T17:00:00+00:00,,closed,-5,"Temp:  F, Wind:   mph"
52,71152,INGEST,5c9b5842-20d4-4ad3-a80e-0441b11bc3ab,52,56952,2016-10-02T17:00:00+00:00,,closed,-5,"Cloudy Temp: 65 F, Humidity: 84%, Wind: Northeast 2 mph"
53,70178,INGEST,60302c99-711b-4193-9847-80fbb4a61870,61,56961,2016-10-02T20:25:00+00:00,,closed,-8,"Cloudy Temp: 68 F, Humidity: 60%, Wind: wsw 10 mph"
54,60841,INGEST,72c64afd-da18-471d-81b6-a6d16704ca52,53,56953,2016-10-02T17:00:00+00:00,,closed,-6,"Cloudy Temp: 62 F, Humidity: 84%, Wind: WNW 6 mph"
55,60641,INGEST,9c33d08b-5fce-44af-b5ae-9fe059fbf11f,60,56960,2016-10-02T20:25:00+00:00,,closed,-8,"Fair Temp: 74 F, Humidity: 73%, Wind: SSW 8 mph"
56,60375,INGEST,ac1bf4ae-e5ec-4739-bf48-a1b4bf0f5838,58,56958,2016-10-02T20:05:00+00:00,,closed,-5,"Cloudy Temp: 88 F, Humidity: 63%, Wind: W 7 mph"
57,83764,INGEST,c740a961-0525-4443-b352-c572030be8be,50,56950,2016-10-02T13:30:00+00:00,,closed,0,"Sunny Intervals Temp: 59 F, Humidity: 59%, Wind: SSE 7 mph"
58,76249,INGEST,c822f70f-c6c6-4333-85db-156a7c2c38d0,57,56957,2016-10-02T17:00:00+00:00,,closed,-5,"Cloudy Temp: 67 F, Humidity: 89%, Wind: NE 1 mph"
59,78160,INGEST,dc70f444-75c2-4681-8b83-19972c8ba6ad,56,56956,2016-10-02T17:00:00+00:00,,closed,-5,"Temp: 61 F, Humidity: 77%, Wind:  Calm mph"
60,61278,INGEST,dff8b9f6-8f3e-45e3-9ec1-82d2e30be89d,62,56962,2016-10-03T00:30:00+00:00,,closed,-5,"Rain Temp: 59 F, Humidity: 80%, Wind: From SW 6 mph"
61,71815,INGEST,f4cec17b-4b86-4503-bc4c-45bfb6a431eb,54,56954,2016-10-02T17:00:00+00:00,,closed,-6,"Partly Cloudy Temp: 82 F, Humidity: 48%, Wind: NE 9 mph"
62,64622,INGEST,fce0a930-1960-4eb2-8dd0-c36d4a20a85d,59,56959,2016-10-02T20:25:00+00:00,,closed,-8,"Temp:  F, Wind:   mph"
63,66385,INGEST,198fc0ad-e7e3-4ee4-94fd-838d77b4672c,71,56971,2016-10-09T17:00:00+00:00,,closed,-5,"Partly Cloudy Temp: 57 F, Humidity: 60%, Wind: From NNW 9  mph"
64,66683,INGEST,25fde8b4-6e4e-468c-ba0a-a511530a303c,70,56970,2016-10-09T17:00:00+00:00,,closed,-6,"Indoors Temp:  F, Wind:   mph"
65,78401,INGEST,4203c1e2-95ac-4f5f-874a-1ad73191b34c,76,56976,2016-10-10T00:30:00+00:00,,closed,-6,"Temp: 49 F, Wind: E 7 mph"
66,76802,INGEST,475369bd-2def-4188-bd4a-44c8b0a1c836,72,56972,2016-10-09T20:05:00+00:00,,closed,-7,"Mostly Cloudy Temp: 72 F, Humidity: 18%, Wind: SE 5 mph"
67,83679,INGEST,49df5382-156b-4345-9759-5d9b2902d318,74,56974,2016-10-09T20:25:00+00:00,,closed,-8,"Sunny Temp: 91 F, Humidity: 18%, Wind: SW 5 mph mph"
68,71318,INGEST,4e0f2848-7b28-4dc7-988f-420a7ff571fc,65,56965,2016-10-09T17:00:00+00:00,,closed,-5,"Partly Cloudy Temp: 62 F, Humidity: 53%, Wind: NNW 16 mph"
69,58047,INGEST,5573218e-dd07-4684-a19e-d880310a2c5f,67,56967,2016-10-09T17:00:00+00:00,,closed,-5,"Controlled Temp: 68 F, Humidity: 70%, Wind:   mph"
70,73425,INGEST,8a1173bb-983a-43bc-bdde-d10ef4a99c75,77,56977,2016-10-11T00:30:00+00:00,,closed,-5,"Clear Temp: 66 F, Humidity: 35%, Wind: NE 7 mph"
71,66622,INGEST,8d9d6ab9-3b78-4ff6-9198-52060887aeb6,68,56968,2016-10-09T17:00:00+00:00,,closed,-5,"Mostly Sunny Temp: 60 F, Humidity: 59%, Wind: N 5 mph"
72,54275,INGEST,a419689e-9fb4-4c3c-b0e7-8b8f3d08015b,75,56975,2016-10-09T20:25:00+00:00,,closed,-8,"Sunny Skies Temp: 75 F, Humidity: 39%, Wind: W 7 mph"
73,91653,INGEST,a6421f60-ff28-4054-a1d7-459a35169ec8,73,56973,2016-10-09T20:25:00+00:00,,closed,-6,"Temp:  F, Wind:   mph"
74,70178,INGEST,c2af952e-af2e-49d4-9103-a43454af3f03,64,56964,2016-10-07T00:25:00+00:00,,closed,-8,"Clear Temp: 75 F, Humidity: 34%, Wind: WNW 16 mph"
75,67431,INGEST,d19664ef-a0a7-461d-bf1d-a30b1378b25e,66,56966,2016-10-09T17:00:00+00:00,,closed,-5,"Sunny Temp: 58 F, Humidity: 58%, Wind: North 13 mph"
76,64425,INGEST,f1f19c96-cd88-4b7b-987f-9eb6ae9cf3d6,69,56969,2016-10-09T17:00:00+00:00,,closed,-5,"Partly Cloudy Temp: 88 F, Humidity: 53%, Wind: NNE 15 mph"
77,69071,INGEST,002038da-7d7f-4c8b-97fe-8487804d1f80,90,56990,2016-10-16T20:25:00+00:00,,closed,-8,"Rain Temp: 54 F, Humidity: 83%, Wind: S 10 mph"
78,78487,INGEST,06d9fa16-baa6-4162-b5a3-b2c37cc55aaa,85,56985,2016-10-16T17:00:00+00:00,,closed,-5,"Partly Cloudy Temp: 66 F, Humidity: 65%, Wind: SSW 6 mph"
79,56018,INGEST,166dd467-8b08-46fd-9bec-08a690fa9077,81,56981,2016-10-16T17:00:00+00:00,,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
80,61054,INGEST,2b5b1c8a-4b5b-4a8e-bb2e-d5adff3b1072,80,56980,2016-10-16T17:00:00+00:00,,closed,-6,"Cloudy Temp: 69 F, Humidity: 93%, Wind: SSW 7 mph"
81,65351,INGEST,484e1c88-e5c9-4acf-a8bf-3b97fdb7f7ec,82,56982,2016-10-16T17:00:00+00:00,,closed,-5,"Partly Sunny Temp: 81 F, Humidity: 79%, Wind: ENE 15 mph"
82,54211,INGEST,9f4fbc23-4968-4c6e-859f-02973a2c1fcd,88,56988,2016-10-16T20:05:00+00:00,,closed,-8,"Rain Temp: 61 F, Humidity: 100%, Wind: SW 6 mph"
83,73138,INGEST,aa1cfda4-d7bf-4f36-97c8-71e9d2eca519,84,56984,2016-10-16T17:00:00+00:00,,closed,-6,"Partly Cloudy Temp: 80 F, Humidity: 75%, Wind: ENE 7 mph"
84,78934,INGEST,b03c3ee3-db5d-4c22-b23c-d55052b1e94a,87,56987,2016-10-16T17:00:00+00:00,,closed,-5,"Sunny Temp: 69 F, Humidity: 62%, Wind: SSW 13 mph"
85,70003,INGEST,b54ca4cb-a378-4de4-81d4-dfbb6fba49e5,79,56979,2016-10-16T17:00:00+00:00,,closed,-5,"Mostly cloudy Temp: 72 F, Humidity: 61%, Wind: SW 22 mph"
86,71891,INGEST,c066ddaf-335c-4454-9221-0cb0aa0cf6d8,91,56991,2016-10-17T00:30:00+00:00,,closed,-6,"Clear Temp: 84 F, Humidity: 68%, Wind: SE 11 mph"
87,78481,INGEST,c2bc6c25-0766-4d6c-877d-108378719de2,89,56989,2016-10-16T20:25:00+00:00,,closed,-6,"Temp: 69 F, Humidity: 63%, Wind: NE 8 mph"
88,60897,INGEST,c72e27c8-0fe4-4c41-ba3b-d60b4c717969,86,56986,2016-10-16T17:00:00+00:00,,closed,-6,"Sunny Temp: 75 F, Humidity: 70%, Wind: SSW 10 mph"
89,64709,INGEST,e228a67e-c376-4449-8f30-ee1184582568,92,56992,2016-10-18T00:30:00+00:00,,closed,-8,"Temp:  F, Wind:   mph"
90,66829,INGEST,eb151214-2a23-4c67-82f8-8de939fa1390,83,56983,2016-10-16T17:00:00+00:00,,closed,-5,"Sunny Temp: 66 F, Humidity: 54%, Wind: SW 14 mph"
91,58904,INGEST,f41e3add-034f-449d-ba4b-03bba55b2f22,78,56978,2016-10-14T00:25:00+00:00,,closed,-8,"Fair Temp: 70 F, Humidity: 63%, Wind: WNW 9 mph"
92,65089,INGEST,0a1d6417-66f8-48d7-b052-f0b4e27c9056,106,57006,2016-10-24T00:30:00+00:00,,closed,-8,"Temp:  F, Wind:   mph"
93,76865,INGEST,2d49b1da-7cf4-40c0-a7a4-d6d213177b82,107,57007,2016-10-25T00:30:00+00:00,,closed,-7,"Partly Cloudy Temp: 71 F, Humidity: 17%, Wind: East 5 mph"
94,78160,INGEST,4a659e20-1fbf-4402-906c-f06ff558e625,100,57000,2016-10-23T17:00:00+00:00,,closed,-5,"Temp: 58 F, Humidity: 38%, Wind: NNW 36 mph"
95,65470,INGEST,61ec0134-d4b8-4b59-96a2-4ac2e9bdb82d,102,57002,2016-10-23T17:00:00+00:00,,closed,-6,"Sunny Temp: 68 F, Humidity: 50%, Wind: WSW 5 mph"
96,69832,INGEST,8c512845-57fb-4947-84d8-76a637358a84,103,57003,2016-10-23T20:05:00+00:00,,closed,-5,"Temp:  F, Wind:   mph"
97,60461,INGEST,b1fbd129-1907-4fe8-a399-3d3f75cb961f,96,56996,2016-10-23T17:00:00+00:00,,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
98,65047,INGEST,bbc18084-acc9-4032-9430-2743c91b686f,95,56995,2016-10-23T17:00:00+00:00,,closed,-5,"Sunny Temp: 65 F, Humidity: 50%, Wind: WSW 5 mph"
99,78217,INGEST,be8d2e24-554f-4323-a051-d1c06d20293d,93,56993,2016-10-21T00:25:00+00:00,,closed,-6,"Temp: 47 F, Humidity: 63%, Wind: N 10 mph"
100,76282,INGEST,c1c0af49-9d3b-4f6d-b4ea-5c5afb9db964,98,56998,2016-10-23T17:00:00+00:00,,closed,-6,"Sunny Temp: 68 F, Humidity: 47%, Wind: Southwest 9 mph"
101,74121,INGEST,ce93008a-6c8f-4341-80d9-cfc84f5500c3,94,56994,2016-10-23T13:30:00+00:00,,closed,0,"Sunny intervals Temp: 55 F, Humidity: 61%, Wind: SW 12 mph"
102,65658,INGEST,cfd496af-5432-4001-ba0e-1156fa146307,99,56999,2016-10-23T17:00:00+00:00,,closed,-5,"Partly Sunny Temp: 81 F, Humidity: 48%, Wind: NNE 11 mph"
103,69596,INGEST,dccea836-f10a-4d2c-8efb-10a4857f7f37,101,57001,2016-10-23T17:00:00+00:00,,closed,-5,"Clear Temp: 62 F, Humidity: 46%, Wind: W 20 mph"
104,66009,INGEST,e1b5c3d4-acc5-40eb-ba72-622234610adc,105,57005,2016-10-23T20:25:00+00:00,,closed,-5,"Sunny Temp: 63 F, Humidity: 54%, Wind: From WSW 13 mph"
105,70178,INGEST,e48f7c91-4186-407b-9e58-e3ecfe895ea0,104,57004,2016-10-23T20:05:00+00:00,,closed,-8,"Clear Temp: 68 F, Humidity: 49%, Wind: W 5 mph"
106,62614,INGEST,ea8cc9f0-7ac4-4308-aad0-696180ac3b50,97,56997,2016-10-23T17:00:00+00:00,,closed,-5,"Temp: 70 F, Humidity: 47%, Wind: N 6 mph"
107,65417,INGEST,0335b796-29a0-47da-bdda-47c4c82c7765,114,57014,2016-10-30T17:00:00+00:00,,closed,-5,"Partly sunny Temp: 68 F, Humidity: 69%, Wind: NW 9 mph"
108,76756,INGEST,0b10a9ba-17db-4dc5-9281-914265748e87,117,57017,2016-10-30T20:05:00+00:00,,closed,-7,"Partly Cloudy Temp: 76 F, Humidity: 19%, Wind: SouthEast 6G15 mph"
109,71882,INGEST,3391ea65-7886-41ee-8a10-15679cee0034,113,57013,2016-10-30T17:00:00+00:00,,closed,-6,"Mostly Sunny Temp: 80 F, Humidity: 64%, Wind: E 7 mph"
110,73188,INGEST,42acafe8-b732-46a7-a3c7-dd3b293547f3,115,57015,2016-10-30T17:00:00+00:00,,closed,-6,"Sunny Temp: 80 F, Humidity: 60%, Wind: NE 5 mph"
111,60422,INGEST,6276b510-939a-4952-9aa6-1cb906972739,120,57020,2016-11-01T00:30:00+00:00,,closed,-6,"Cloudy Temp: 58 F, Humidity: 71%, Wind: SSE 12 mph"
112,74088,INGEST,709cc410-bbca-4b6d-ae4e-809323dddda7,118,57018,2016-10-30T17:00:00+00:00,,closed,-5,"Sunny Temp: 85 F, Humidity: 53%, Wind: SW 5 mph"
113,93103,INGEST,849c09be-9304-4d6d-9974-120f57630e68,119,57019,2016-10-31T00:30:00+00:00,,closed,-6,"Clear Skies Temp: 84 F, Humidity: 44%, Wind: South 5 mph"
114,67431,INGEST,86c64ceb-f76d-4d98-9211-63b3bd555aef,112,57012,2016-10-30T17:00:00+00:00,,closed,-5,"Rain Temp: 53 F, Humidity: 91%, Wind: North 15 mph"
115,70165,INGEST,98a2cb49-51e2-4e5c-bfc7-dfeb69f9a3d4,110,57010,2016-10-30T20:25:00+00:00,,closed,-5,"Temp:  F, Wind:   mph"
116,84488,INGEST,9c25bcbc-f290-4a60-9a6c-defb2f884589,109,57009,2016-10-30T13:30:00+00:00,,closed,-1,"Cloudy Temp: 54 F, Humidity: 90%, Wind: W 2 mph"
117,70442,INGEST,cf90716b-b1ab-40eb-82b0-7e500c7dbcec,111,57011,2016-10-30T17:00:00+00:00,,closed,-5,"Rain Temp: 49 F, Humidity: 92%, Wind: N 9 mph"
118,61068,INGEST,d75e3771-93ae-473e-84fe-11241b0e1c50,116,57016,2016-10-30T17:00:00+00:00,,closed,-5,"Clear Temp: 86 F, Humidity: 54%, Wind: ENE 15 mph"
119,61619,INGEST,f0efe768-4125-4756-ad86-4214512432e1,108,57008,2016-10-28T00:25:00+00:00,,closed,-6,"Clear Temp: 71 F, Humidity: 78%, Wind: NNW 3 mph"
120,54957,INGEST,1964d012-a282-4357-af2b-ae9d177bac03,132,57032,2016-11-07T01:30:00+00:00,,closed,-8,"Partly Cloudy Temp: 65 F, Humidity: 79%, Wind: W 6 mph"
121,52281,INGEST,361a5df7-c324-4b28-8d42-fbc5eba772e1,131,57031,2016-11-06T21:25:00+00:00,,closed,-8,"Partly Cloudy Temp: 76 F, Humidity: 48%, Wind: W 6 mph"
122,57797,INGEST,497c76fe-f9eb-4dd9-a0b3-6d6c3389f36b,121,57021,2016-11-04T00:25:00+00:00,,closed,-5,"Clear Temp: 76 F, Humidity: 70%, Wind: NNW 2 mph"
123,71286,INGEST,4e021e79-43e9-452c-91ac-5119528a648f,122,57022,2016-11-06T18:00:00+00:00,,closed,-5,"Partly Cloudy Temp: 65 F, Humidity: 28%, Wind: NW 15 mph"
124,67431,INGEST,6c80a7e4-3231-4efd-84c8-f13e7f0fa358,123,57023,2016-11-06T18:00:00+00:00,,closed,-5,"Temp: 58 F, Humidity: 73%, Wind: North 4 mph"
125,70178,INGEST,83e78bc8-1a5e-4e1c-91a2-bdfcf95212d4,129,57029,2016-11-06T21:05:00+00:00,,closed,-8,"Mostly Sunny Temp: 70 F, Humidity: 60%, Wind: Calm 0 mph"
126,86109,INGEST,8441acd2-4b71-4271-9538-fa9957f01f9e,128,57028,2016-11-06T21:05:00+00:00,,closed,-8,"Sunny Temp: 75 F, Humidity: 49%, Wind: South 2 mph"
127,65722,INGEST,9a1d8426-d7fb-4a47-8a1c-b38291caf5da,125,57025,2016-11-06T18:00:00+00:00,,closed,-5,"Cloudy Temp: 80 F, Humidity: 58%, Wind: NE 14 mph"
128,66807,INGEST,bf837f56-4ae2-45fc-b4f1-0cef7bf1ca93,126,57026,2016-11-06T18:00:00+00:00,,closed,-6,"Indoors Temp:  F, Wind:   mph"
129,69084,INGEST,d548743c-3d93-4f95-852a-7fd182083024,133,57033,2016-11-08T01:30:00+00:00,,closed,-8,"Cloudy Temp: 61 F, Humidity: 40%, Wind: E 4 mph"
130,80309,INGEST,e513cf15-516d-4094-9578-918609da7fc7,127,57027,2016-11-06T18:00:00+00:00,,closed,-5,"Partly Cloudy Temp: 56 F, Humidity: 41%, Wind: West 9 mph"
131,73294,INGEST,e5acaa88-083c-42ad-baf5-ee0f270a1baa,124,57024,2016-11-06T18:00:00+00:00,,closed,-6,"Temp: 62 F, Humidity: 51%, Wind: Southeast 7 mph"
132,78437,INGEST,fc8bfbaf-2bf5-4acd-9a6d-eb17a57288e9,130,57030,2016-11-06T21:25:00+00:00,,closed,-6,"Temp: 68 F, Humidity: 55%, Wind: South 7 mph"
133,66829,INGEST,0cb301fa-629d-4209-a8a6-9f76dfc695be,146,57046,2016-11-14T01:30:00+00:00,,closed,-5,"Clear and cool Temp: 43 F, Humidity: 55%, Wind: SW 3 mph"
134,55107,INGEST,15f5a783-dc12-42a6-90a2-6dfb8eb5fe17,143,57043,2016-11-13T21:05:00+00:00,,closed,-8,"Sunny Temp: 85 F, Humidity: 18%, Wind: WNW 11 mph"
135,78216,INGEST,22204438-a091-4351-b045-0781e67162b4,142,57042,2016-11-13T18:00:00+00:00,,closed,-5,"Sunny Temp: 58 F, Humidity: 24%, Wind: West 7 mph"
136,67737,INGEST,2724b0ed-71b1-4c35-a977-087f4f9404f4,145,57045,2016-11-13T21:25:00+00:00,,closed,-5,"Sunny Temp: 56 F, Humidity: 29%, Wind: From SW 7 mph"
137,78160,INGEST,33114ae1-225a-4e35-8913-53f1bcfa4b2a,138,57038,2016-11-13T18:00:00+00:00,,closed,-5,"Temp: 62 F, Humidity: 18%, Wind: West 7 mph"
