,attendance,entry_mode,id,number,reference,scheduled,status,utc_offset,weather
139,54700,INGEST,9b4be1c6-388a-4dd1-874d-b75b85eae69a,142,56644,2015-11-15T21:08:45+00:00,closed,-8,"Sunny Temp: 62 F, Humidity: 50%, Wind: W 31 mph"
140,70837,INGEST,b5fc7138-793f-4cd3-9fd1-80ab7497ede0,134,56636,2015-11-15T18:05:54+00:00,closed,-5,"Partly Cloudy Temp: 60 F, Humidity: 34%, Wind: WSW 10 mph"
141,78160,INGEST,cb776d62-ff64-49fa-9567-d54297090a70,133,56635,2015-11-13T01:26:50+00:00,closed,-5,"Cloudly Temp: 60 F, Humidity: 75%, Wind: WSW 16 MPH mph"
142,63591,INGEST,d431276d-08e3-4ab6-812b-b9b8f8d6a29b,140,56642,2015-11-15T18:05:26+00:00,closed,-6,"Cloudy Temp: 57 F, Humidity: 24%, Wind: SSE 2mph mph"
143,75086,INGEST,d88dcb61-275d-4c66-9673-b38430542b39,141,56643,2015-11-15T18:05:04+00:00,closed,-5,"Sunny Temp: 61 F, Humidity: 29%, Wind: SSW 5 mph"
144,61381,INGEST,ddd9df09-8203-4934-aecf-c3b680d16bc1,146,56648,2015-11-17T01:30:53+00:00,closed,-5,"Light Showers Temp: 53 F, Humidity: 60%, Wind: WSW 4 mph"
145,58653,INGEST,e7548682-0831-4f43-83a1-66f3d213999f,138,56640,2015-11-15T18:05:27+00:00,closed,-6,"Temp:  F, Wind:   mph"
146,64745,INGEST,0bbaab9c-f263-4628-b146-c14596afea11,157,56659,2015-11-23T01:30:40+00:00,closed,-7,"Temp: 72 F, Humidity: 22%, Wind: NE 7 mph"
147,62483,INGEST,190a06b7-7c72-4952-9193-de73274f89d4,151,56653,2015-11-22T18:02:48+00:00,closed,-6,"Sunny Temp: 29 F, Humidity: 57%, Wind: SSW 9 mph"
148,60121,INGEST,1a9a4f15-0f03-4c4f-8c57-1241ee3eab9d,147,56649,2015-11-20T01:26:56+00:00,closed,-5,"Temp: 75 F, Humidity: 90%, Wind: West 5 mph"
149,52529,INGEST,41dc7a05-e988-4090-8012-cafeec22a7f9,155,56657,2015-11-22T21:25:33+00:00,closed,-6,"Mostly Cloudy Temp: 30 F, Wind:  South 8 mph"
150,65837,INGEST,4ab1fbcd-cc63-42ba-9e85-39a03ba3f2ae,159,56661,2015-11-22T21:05:31+00:00,closed,-8,"Sunny Temp: 87 F, Humidity: 12%, Wind: NNW 4 mph"
151,70433,INGEST,4fafa3e5-3048-4050-8f20-58ea72436a4a,148,56650,2015-11-22T18:02:44+00:00,closed,-5,"Temp:  F, Wind:   mph"
152,71718,INGEST,6340b420-32cf-4cde-9008-a786cc305866,153,56655,2015-11-22T18:02:42+00:00,closed,-6,"Sunny Temp: 52 F, Humidity: 39%, Wind: NNE 11 mph"
153,71105,INGEST,973b1a72-151d-4cb0-9016-eb69e998357a,149,56651,2015-11-22T18:02:41+00:00,closed,-5,"Partly Cloudy Temp: 47 F, Humidity: 39%, Wind: NNW 14 mph"
154,69596,INGEST,bb9f57a1-ccd3-4c01-8adb-fc5cde372959,156,56658,2015-11-22T18:02:54+00:00,closed,-5,"Cloudy Temp: 48 F, Humidity: 41%, Wind: NW 15 mph"
155,68993,INGEST,c7b935fe-f19b-4cb4-a7a5-8d2adf71d5e5,158,56660,2015-11-22T21:26:48+00:00,closed,-8,"Sunny Temp: 46 F, Humidity: 60%, Wind: N 6 mph"
156,74418,INGEST,caa8968b-07c0-44f1-8ead-0c7420d4bc99,150,56652,2015-11-22T18:01:32+00:00,closed,-5,"Mostly Sunny Temp: 50 F, Humidity: 63%, Wind: North 8 mph"
157,65115,INGEST,d0003623-800e-4a55-a994-f51e62730f83,154,56656,2015-11-22T18:03:07+00:00,closed,-5,"Mostly Cloudy Temp: 74 F, Humidity: 90%, Wind: NW 10 mph"
158,66829,INGEST,e573f159-7c6c-44ea-9cde-aa2fda33a628,160,56662,2015-11-24T01:31:55+00:00,closed,-5,"Clear and cold Temp: 29 F, Humidity: 40%, Wind: WNW 8 mph"
159,60202,INGEST,f8b7b4f0-036f-46a0-94a0-307aceb92615,152,56654,2015-11-22T18:02:43+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
160,65696,INGEST,0aaf5e4e-786f-433a-baa7-c9f516229bc0,167,56669,2015-11-29T18:02:34+00:00,closed,-5,"Partly cloudy Temp: 37 F, Humidity: 69%, Wind: ENE 10 mph"
161,78160,INGEST,21221e70-649a-4a58-8b15-f5e67aca7caf,170,56672,2015-11-29T18:02:39+00:00,closed,-5,"Temp: 45 F, Humidity: 44%, Wind: NNE 5 MPH mph"
162,76970,INGEST,266d71d7-ee79-4dfc-9b5a-2b5ce9a3cf71,175,56677,2015-11-30T01:30:52+00:00,closed,-7,"Cloudy with light snow. Temp: 23 F, Humidity: 75%, Wind: NE 3 mph"
163,77367,INGEST,2a0029e3-9fa9-4eda-a548-71fcc6271c64,172,56674,2015-11-29T18:02:50+00:00,closed,-5,"Cloudy Temp: 46 F, Humidity: 93%, Wind: NNE 5 mph"
164,70799,INGEST,45295cca-c16a-42c1-833c-60e275b0cc69,173,56675,2015-11-29T21:05:22+00:00,closed,-8,"Sunny Temp: 54 F, Humidity: 40%, Wind: WEST-SOUTHWEST 4 mph"
165,69055,INGEST,5f751cc7-7ab5-447e-9085-f7f5b11db220,174,56676,2015-11-29T21:25:52+00:00,closed,-8,"Cloudy Temp: 38 F, Humidity: 80%, Wind: W 2 mph"
166,90909,INGEST,60a848c9-f197-4036-b317-1558f3065d16,162,56664,2015-11-26T21:31:11+00:00,closed,-6,"Temp:  F, Wind:   mph"
167,72493,INGEST,774fdf06-4cf3-4116-9eaa-bec93313332f,169,56671,2015-11-29T18:02:33+00:00,closed,-6,"Cloudy and rainy Temp: 35 F, Humidity: 99%, Wind: Northeast 7 mph"
168,58075,INGEST,98cc7df1-39eb-4889-829a-5cad854358bc,171,56673,2015-11-29T18:02:35+00:00,closed,-6,"Rain Temp: 56 F, Humidity: 100%, Wind: NE 4 mph"
169,59477,INGEST,9aa7c394-1463-4086-bf09-d9e7653474a0,168,56670,2015-11-29T18:03:03+00:00,closed,-5,"Temp: 75 F, Humidity: 60%, Wind: NE 8 mph"
170,71778,INGEST,b6597d85-5c2d-4aec-9d46-73a051f1207f,166,56668,2015-11-29T18:02:52+00:00,closed,-6,"Cloudy Temp: 54 F, Humidity: 90%, Wind: NNW 9 mph"
171,64445,INGEST,bc85bf0d-05cc-4144-8368-c6242189de7d,161,56663,2015-11-26T17:35:32+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
172,70610,INGEST,d70d0b53-edcc-4b93-a38a-de7ff06657b6,164,56666,2015-11-29T18:02:44+00:00,closed,-5,"Temp:  F, Wind:   mph"
173,78488,INGEST,d8021e00-aad4-433f-ad44-072ac4cf1e94,163,56665,2015-11-27T01:30:40+00:00,closed,-6,"Rain Temp: 39 F, Humidity: 92%, Wind: North 19 mph"
174,64380,INGEST,d96c1aba-ad08-4f36-9387-19e26369b3c3,176,56678,2015-12-01T01:30:31+00:00,closed,-5,"Clear Temp: 45 F, Humidity: 58%, Wind: east 9 mph"
175,61022,INGEST,dac609c8-952d-4a35-b9c5-93014ec8b993,165,56667,2015-11-29T18:02:50+00:00,closed,-5,"Cloudy Temp: 41 F, Humidity: 88%, Wind: NNE 8 mph"
176,58701,INGEST,010a5f1e-3af5-48d6-a610-7149cefb6957,191,56693,2015-12-07T01:30:52+00:00,closed,-5,"Partly Cloudy Temp: 37 F, Humidity: 74%, Wind: From SSE 2 mph"
177,51115,INGEST,01d5be18-a401-44f1-9815-c6b01ad20c7d,185,56687,2015-12-06T18:03:30+00:00,closed,-6,"Temp:  F, Wind:   mph"
178,57355,INGEST,0dbded22-cb89-42bc-9824-10a3a3f06642,187,56689,2015-12-06T18:02:50+00:00,closed,-6,"Cloudy Temp: 56 F, Humidity: 50%, Wind: SE 1 mph"
179,62088,INGEST,1700db7a-e407-4a9a-9494-352e97a8ed85,179,56681,2015-12-06T18:03:24+00:00,closed,-6,"Sunny Temp: 50 F, Humidity: 55%, Wind: S 5 mph"
180,68544,INGEST,18463628-e16f-4245-a2f1-76f613d5df53,178,56680,2015-12-06T18:02:55+00:00,closed,-5,"Partly cloudy Temp: 47 F, Humidity: 65%, Wind: WSW 8 mph"
181,68631,INGEST,1e9d7a33-fe36-4ad5-b3df-d2fe6b5c09f9,189,56691,2015-12-06T21:05:32+00:00,closed,-8,"Sunny Temp: 78 F, Humidity: 13%, Wind: W 4 mph"
182,58221,INGEST,221623fa-729f-4387-9f4f-5c0d299d43bb,186,56688,2015-12-06T18:03:57+00:00,closed,-5,"Cloudy Temp: 79 F, Humidity: 63%, Wind: ENE 18 mph"
183,52430,INGEST,2332d8d1-4634-4433-8ae0-c481a9c701f0,182,56684,2015-12-06T18:03:44+00:00,closed,-6,"Cloudy Temp: 37 F, Humidity: 86%, Wind: West 3 mph"
184,63207,INGEST,26384754-d679-483b-a789-eca70a2dae34,177,56679,2015-12-04T01:26:30+00:00,closed,-5,"Controlled Temp: 68 F, Humidity: 70%, Wind:   mph"
185,73097,INGEST,45f181a9-ced9-4e63-bf96-099ab6fbe895,183,56685,2015-12-06T21:25:31+00:00,closed,-6,"Mostly Sunny Temp: 69 F, Humidity: 60%, Wind: NNE 7 mph"
186,80444,INGEST,60487e2d-dd06-487e-846f-e84e8c56b1d5,192,56694,2015-12-08T01:30:50+00:00,closed,-5,"Clear Temp: 41 F, Humidity: 75%, Wind: Calm 0 mph"
187,80898,INGEST,7c8b5210-99aa-40fc-ab41-78bc66d6a463,184,56686,2015-12-06T18:03:02+00:00,closed,-5,"Sunny Temp: 51 F, Humidity: 50%, Wind: South 8 mph"
188,64519,INGEST,92285533-fe4d-4b8b-9466-d738c6fcf4ab,181,56683,2015-12-06T18:03:22+00:00,closed,-5,"Cloudy Temp: 80 F, Humidity: 70%, Wind: NE 21 mph"
189,55010,INGEST,b9d4641a-276a-4f15-9c51-167bcab0cc6b,188,56690,2015-12-06T21:05:24+00:00,closed,-8,"Overcast Temp: 57 F, Humidity: 95%, Wind: N 3 mph"
190,66829,INGEST,c7fad6c9-6fda-4889-8799-7719c8721459,190,56692,2015-12-06T21:25:39+00:00,closed,-5,"Clear Temp: 52 F, Humidity: 49%, Wind: SW 5 mph"
191,64775,INGEST,de590631-ec09-4733-a3d1-5afc37adbdac,180,56682,2015-12-06T18:03:33+00:00,closed,-5,"Sunny Temp: 45 F, Humidity: 63%, Wind: South 12 mph"
192,62138,INGEST,095c1cb4-2f43-4afe-b9c7-ebf7d443c0dd,204,56706,2015-12-13T18:02:58+00:00,closed,-5,"Cloudy Temp: 81 F, Humidity: 63%, Wind: E 15 mph"
193,72314,INGEST,14cc7540-eab7-41b4-ac6c-b63bf203f09a,200,56702,2015-12-13T18:03:21+00:00,closed,-6,"Cloudy with rain Temp: 61 F, Humidity: 97%, Wind: ESE 14 mph"
194,65564,INGEST,28c8e172-d2ae-4a3e-bd34-e1994b17f6ff,196,56698,2015-12-13T18:02:50+00:00,closed,-5,"Cloudy Temp: 63 F, Humidity: 79%, Wind: South 8 mph"
195,63916,INGEST,2bd4684c-b382-4ef8-baee-47a04f93437c,197,56699,2015-12-13T18:02:35+00:00,closed,-5,"Overcast Temp: 63 F, Humidity: 75%, Wind: South 11 mph"
196,78369,INGEST,2dcadb25-2cdb-42e9-8b11-bb932c9b6562,206,56708,2015-12-13T21:25:24+00:00,closed,-6,"Rain Temp: 53 F, Humidity: 100%, Wind: South East 10 mph"
197,76824,INGEST,2fd75031-6b69-4980-a465-c4a44b0b49d6,205,56707,2015-12-13T21:05:40+00:00,closed,-7,"Partly Cloudy Temp: 45 F, Humidity: 33%, Wind: W 2 mph"
198,61026,INGEST,346221e8-ef82-4dc5-819f-6c1f9abb8a3b,195,56697,2015-12-13T18:02:55+00:00,closed,-6,"Cloudy, chance of rain increasing up to 75% during game. Temp: 62 F, Humidity: 80%, Wind: SSE 12 mph"
199,71908,INGEST,457aefc8-d3ca-4e48-8305-70798bf9a5d1,198,56700,2015-12-14T01:30:55+00:00,closed,-6,"Cloudy Temp: 54 F, Humidity: 90%, Wind: S 5 mph"
200,51202,INGEST,45dac826-6a70-463b-aa37-ee202387be22,203,56705,2015-12-13T18:02:44+00:00,closed,-6,"Temp:  F, Wind:   mph"
201,64784,INGEST,57aa17b6-5aa9-43d0-9675-c764feef69ff,193,56695,2015-12-11T01:26:32+00:00,closed,-7,"Temp: 68 F, Humidity: 26%, Wind: West 1 mph"
202,65408,INGEST,8075a646-ffef-4df5-9f5f-1eeea3331d01,208,56710,2015-12-15T01:30:48+00:00,closed,-5,"Clear Temp: 77 F, Humidity: 78%, Wind: 6 SSE mph"
203,74420,INGEST,99449420-54f1-4f72-a91f-394a5157c98a,194,56696,2015-12-13T18:04:03+00:00,closed,-5,"Sunny Temp: 63 F, Humidity: 93%, Wind: S 6 mph"
204,62372,INGEST,9ae5ec63-b8ba-4365-bd7a-30bbeed66bb0,199,56701,2015-12-13T18:02:45+00:00,closed,-5,"Temp: 79 F, Humidity: 66%, Wind: E 5 mph"
205,78160,INGEST,9e9e41e1-564d-47ab-aaaa-89ac09990344,201,56703,2015-12-13T18:02:42+00:00,closed,-5,"Temp: 67 F, Humidity: 55%, Wind:  5 mph"
206,71179,INGEST,bc836621-de5a-4159-b7e0-c0610a8ef066,207,56709,2015-12-13T18:02:58+00:00,closed,-5,"Partly Cloudy Temp: 65 F, Humidity: 70%, Wind: S 2 mph"
207,69596,INGEST,f12adfc1-f4ae-49b4-9b49-e2f5c64de1cd,202,56704,2015-12-13T18:01:00+00:00,closed,-5,"Partly Cloudy Temp: 66 F, Humidity: 68%, Wind: SE 3 mph"
208,66829,INGEST,117738a7-e03c-4670-b38a-d4ea79ec1f89,215,56717,2015-12-20T18:02:47+00:00,closed,-5,"Sunny Temp: 40 F, Humidity: 41%, Wind: West 12 mph"
209,69596,INGEST,13f8a94b-4ee1-413d-ba7a-6620f4bb47e3,217,56719,2015-12-21T01:31:02+00:00,closed,-5,"Partly Cloudy Temp: 37 F, Humidity: 54%, Wind: S 4 mph"
210,66676,INGEST,2ca59c3d-edba-48b7-aab4-9aceab8cc517,222,56724,2015-12-20T21:25:30+00:00,closed,-8,"Fair Temp: 61 F, Humidity: 49%, Wind: WSW 11 mph"
211,67234,INGEST,4f94c855-ef3f-4b1e-bdef-a4716146a11f,221,56723,2015-12-20T21:26:43+00:00,closed,-5,"Partly Cloudy Temp: 41 F, Humidity: 35%, Wind: From SSE 8 mph"
212,51295,INGEST,5aee71b3-5a0f-4ec0-ba82-c5a8ed5d689c,209,56711,2015-12-18T01:27:04+00:00,closed,-6,"Temp:  F, Wind:   mph"
213,80124,INGEST,81818c1e-a262-4486-a798-8ebdc6b4e283,218,56720,2015-12-20T18:02:51+00:00,closed,-5,"Sunny Temp: 43 F, Humidity: 30%, Wind: West 3 mph"
214,70799,INGEST,8ef15332-36ad-4ed7-8e00-a189c7721e56,223,56725,2015-12-20T21:25:41+00:00,closed,-8,"Cloudy Temp: 52 F, Humidity: 63%, Wind: East-Southeast 14 mph"
215,70791,INGEST,941ba988-62a8-4ae6-b9c7-82d9cbcb85c4,211,56713,2015-12-20T18:02:49+00:00,closed,-5,"Sunny Temp: 41 F, Humidity: 35%, Wind: West 5 mph"
216,90345,INGEST,ab56612e-8012-4d2c-bf7b-68a0f9f0336f,210,56712,2015-12-20T01:26:31+00:00,closed,-6,"Clear Skies Temp: 61 F, Humidity: 39%, Wind: Southeast 9 miles per hour mph"
217,52421,INGEST,acdfbb50-4a42-467e-b4ff-b3661a9ef43e,214,56716,2015-12-20T18:02:31+00:00,closed,-6,"Cloudy Temp: 36 F, Wind: North 3 mph"
218,55087,INGEST,d56de5a7-ab09-4028-989e-20f80555621b,219,56721,2015-12-20T21:05:18+00:00,closed,-8,"Cloudy Temp: 54 F, Humidity: 70%, Wind: SSE 18 mph"
219,73017,INGEST,d9607b52-382f-4687-95e2-f19874f87d15,224,56726,2015-12-22T01:30:45+00:00,closed,-6,"Rain Temp: 69 F, Humidity: 95%, Wind: SSE 5 mph"
220,66083,INGEST,e2664f1a-0eeb-4579-939b-4b3fee1d24c8,212,56714,2015-12-20T18:02:47+00:00,closed,-5,"Cloudy Temp: 45 F, Humidity: 53%, Wind: S 15 mph"
221,69002,INGEST,e7576d93-fcc7-480e-a84f-a3a89d86fb0b,220,56722,2015-12-20T21:06:18+00:00,closed,-8,"Cloudy Temp: 47 F, Humidity: 56%, Wind: S 10 mph"
222,64016,INGEST,ee0c33e8-f7d1-4d45-82b2-3a3f4591e940,213,56715,2015-12-20T18:02:49+00:00,closed,-5,"Temp: 65 F, Humidity: 60%, Wind: NE 8 mph"
223,79436,INGEST,ef895631-220e-4b96-865d-3302e9a5653f,216,56718,2015-12-20T18:02:29+00:00,closed,-5,"Sunny Temp: 41 F, Humidity: 37%, Wind: WNW 8 mph"
224,76868,INGEST,0766b4f8-1961-4f31-be8d-8bf5af5321a6,240,56742,2015-12-29T01:30:41+00:00,closed,-7,"Mostly Cloudy Temp: 16 F, Humidity: 75%, Wind: NE 6 mph"
225,62153,INGEST,37dee36b-ac15-4858-bd20-7df391041e93,236,56738,2015-12-27T18:02:26+00:00,closed,-6,"Cloudy Temp: 73 F, Humidity: 75%, Wind: S 15 mph"
226,71261,INGEST,38644d20-3c88-44cc-b9c5-310c64ffbae5,239,56741,2015-12-27T18:02:55+00:00,closed,-5,"Overcast Temp: 64 F, Humidity: 87%, Wind: SW 9 mph"
227,69115,INGEST,3ee45a98-f42e-40c9-9fc3-521cd9ce1624,230,56732,2015-12-27T18:02:42+00:00,closed,-6,"Cloudy Temp: 36 F, Humidity: 91%, Wind: N-NE 16 mph"
228,73064,INGEST,4143a17f-6260-4d55-a1d0-1e72677e9e3f,233,56735,2015-12-27T21:05:58+00:00,closed,-6,"Cloudy Temp: 78 F, Humidity: 75%, Wind: SE 19 mph"
229,69596,INGEST,48890c34-3e0e-4f71-bd7c-854ca83c4889,226,56728,2015-12-27T01:26:56+00:00,closed,-5,"Cloudy Temp: 52 F, Humidity: 72%, Wind: ENE 6 mph"
230,69080,INGEST,52256d15-79fd-4175-b556-eadfdf7b55f4,238,56740,2015-12-27T21:26:09+00:00,closed,-8,"Cloudy Temp: 37 F, Humidity: 86%, Wind:  0 mph"
231,63734,INGEST,5a7042cb-fe7a-4838-b93f-6b8c167ec384,235,56737,2015-12-27T18:03:17+00:00,closed,-5,"Cloudy Temp: 83 F, Humidity: 59%, Wind: SE 13 mph"
232,65482,INGEST,670ab6a8-4f2f-4b47-bcc8-dc48f89ca829,231,56733,2015-12-27T18:02:59+00:00,closed,-5,"Partly Cloudy Temp: 82 F, Humidity: 69%, Wind: ESE 15 mph"
233,70981,INGEST,7c873418-31cd-4f35-b1c5-dd86a7d1a053,227,56729,2015-12-27T18:02:52+00:00,closed,-5,"Indoors Temp: 68 F, Wind:   mph"
234,70172,INGEST,7f761bb5-7963-43ea-a01b-baf4f5d50fe3,228,56730,2015-12-27T18:03:06+00:00,closed,-5,"Rain showers Temp: 39 F, Humidity: 83%, Wind: NNW 11 mph"
235,54400,INGEST,b2e7c301-c221-4be0-92f9-37697fbf506c,225,56727,2015-12-25T01:26:45+00:00,closed,-8,"Partly Cloudy Temp: 47 F, Humidity: 70%, Wind: WNW 25 mph"
236,61313,INGEST,bfaced41-8a06-4c0c-b9a4-492a69521f30,229,56731,2015-12-27T18:03:06+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
237,78160,INGEST,d6ceae18-b492-453b-be4c-9109e38b7502,234,56736,2015-12-27T18:02:39+00:00,closed,-5,"Cloudy Temp: 57 F, Humidity: 83%, Wind: WSW 11-18 MPH mph"
238,52455,INGEST,d8cf8a90-91a5-4c48-972a-b90756ca0228,232,56734,2015-12-28T01:30:56+00:00,closed,-6,"Partly Cloudy Temp: 13 F, Wind: Northwest 8 mph"
239,64878,INGEST,e9bbddbc-a33a-4c35-9eb1-71dae5f4406d,237,56739,2015-12-27T21:25:35+00:00,closed,-7,"Temp:  F, Wind:   mph"
240,90127,INGEST,1c589b88-9e06-4071-9e34-7ebd7386db3e,247,56749,2016-01-03T18:03:17+00:00,closed,-6,"Temp:  F, Wind:   mph"
241,68670,INGEST,20413800-068e-4d12-ba8f-2b616cc0299f,242,56744,2016-01-03T18:02:48+00:00,closed,-5,"CLOUDY Temp: 35 F, Humidity: 70%, Wind: WSW 21 mph"
242,62918,INGEST,36b6a53e-4b0f-41ee-b648-5c35972f28e6,252,56754,2016-01-03T18:02:52+00:00,closed,-5,"Cloudy Temp: 80 F, Humidity: 65%, Wind: North 7 mph"
243,64646,INGEST,3cf3f4fb-92ae-4328-920a-a2200fe36f0d,254,56756,2016-01-03T21:27:02+00:00,closed,-7,"Temp:  F, Wind:   mph"
244,76114,INGEST,3f3e2791-3e35-4aa1-b2eb-6703d110472c,251,56753,2016-01-03T21:25:38+00:00,closed,-6,"Sunny Temp: 37 F, Humidity: 56%, Wind: North 9 mph"
245,78023,INGEST,60006a88-d8af-4310-b783-269c5586bc4b,253,56755,2016-01-03T18:03:07+00:00,closed,-5,"Sunny Temp: 45 F, Humidity: 38%, Wind: West 17 mph"
246,61177,INGEST,607512d8-d596-4409-abd0-d4f1a39a3195,244,56746,2016-01-03T18:02:53+00:00,closed,-6,"Cloudy Temp: 31 F, Humidity: 67%, Wind: NW 15 mph"
247,65733,INGEST,66359b80-6dbc-4411-a364-5327f1c9115f,250,56752,2016-01-03T18:02:46+00:00,closed,-5,"Cloudy Temp: 30 F, Humidity: 79%, Wind: W 9 mph"
248,76844,INGEST,7b76421e-08a9-480b-8b1b-bafd5a4f18d9,255,56757,2016-01-03T21:25:24+00:00,closed,-7,"Mostly Sunny Temp: 50 F, Humidity: 21%, Wind: N 5 mph"
249,57254,INGEST,91d6acf9-bde0-4db1-9398-0d94e8264040,245,56747,2016-01-03T18:02:53+00:00,closed,-5,"Mostly Cloudy Temp: 35 F, Humidity: 67%, Wind: W 7 mph"
250,71899,INGEST,91e90fd4-81f3-4608-b3f6-d36d458472f0,249,56751,2016-01-03T18:02:35+00:00,closed,-6,"Cloudy Temp: 55 F, Humidity: 49%, Wind: NW 6 mph"
251,74169,INGEST,a69a307a-1542-4a05-8783-4534fe033144,243,56745,2016-01-03T21:26:33+00:00,closed,-5,"Partly Cloudy Temp: 54 F, Humidity: 31%, Wind: NW 4 mph"
252,66693,INGEST,ebc0ad00-e8b6-4ee9-bc79-e6367158f390,246,56748,2016-01-03T18:02:43+00:00,closed,-5,"Cloudy Temp: 34 F, Humidity: 75%, Wind: West 18 mph"
253,78412,INGEST,f45b4a31-b009-4039-8394-42efbc6d5532,248,56750,2016-01-04T01:30:49+00:00,closed,-6,"Cloudy Temp: 24 F, Humidity: 70%, Wind: West 11 mph"
254,69699,INGEST,f8a1f8d7-eee7-47eb-a1cf-3e27755885d2,241,56743,2016-01-03T18:03:17+00:00,closed,-5,"Temp:  F, Wind:   mph"
255,70799,INGEST,fab2a8e8-04bb-4779-80a6-0e05f89bc9fc,256,56758,2016-01-03T21:25:29+00:00,closed,-8,"Partly Cloudy Temp: 53 F, Humidity: 59%, Wind: North Northwest 6 mph"
