,attendance,entry_mode,id,number,reference,scheduled,sr_id,status,utc_offset,weather
21,75128,INGEST,530862e0-7453-4530-ab17-19aa0b0f43c6,27,57926,2019-09-15T17:00:00+00:00,sr:match:18001411,closed,-5,"Sunny Temp: 80 F, Humidity: 46%, Wind: WNW 7 mph"
22,65063,INGEST,5dac7855-6476-48a1-8e96-290eb8284d8d,25,57924,2019-09-15T17:00:00+00:00,sr:match:18001415,closed,-5,"Sunny Temp: 81 F, Humidity: 51%, Wind: From S 3 mph"
23,78416,INGEST,5db12d2e-559c-463c-84c8-9572914c769a,21,57920,2019-09-15T17:00:00+00:00,sr:match:18001191,closed,-6,"Cloudy Temp: 72 F, Humidity: 75%, Wind: South 5 mph"
24,52748,INGEST,6a98e737-6db6-43f4-97be-7d4d60022d2a,28,57927,2019-09-15T20:05:00+00:00,sr:match:18001441,closed,-8,"Sunny Temp: 70 F, Humidity: 61%, Wind: WSW 13 mph"
25,78523,INGEST,9fe780b9-3d50-4512-b800-facf97e313c1,32,57931,2019-09-17T00:15:00+00:00,sr:match:18001461,closed,-5,"Cloudy Temp: 72 F, Humidity: 69%, Wind: N 3 mph"
26,74569,INGEST,ab293155-8108-46fe-b2e0-445c01bde448,24,57923,2019-09-15T17:00:00+00:00,sr:match:18001421,closed,-5,"Fair Temp: 79 F, Humidity: 48%, Wind: NNW 5 mph"
27,71651,INGEST,ac253c47-7651-42c8-b032-2f3ecc92dd8c,22,57921,2019-09-15T17:00:00+00:00,sr:match:18001431,closed,-6,"Sunny Temp: 89 F, Humidity: 52%, Wind: North East 10mph mph"
28,70126,INGEST,b9651b45-fc0d-4119-be99-6bd25d5241b7,18,57917,2019-09-15T17:00:00+00:00,sr:match:18001405,closed,-5,"Sunny Temp: 82 F, Humidity: 60%, Wind: NNW 8 mph"
29,71460,INGEST,bb291726-b69e-4eb9-858f-ae28c8f6dc76,30,57929,2019-09-15T20:25:00+00:00,sr:match:18001443,closed,-8,"Cloudy Temp: 85 F, Humidity: 44%, Wind: N 4 mph"
30,50666,INGEST,e0504840-bc74-498a-a178-d65c60c40e32,19,57918,2019-09-15T17:00:00+00:00,sr:match:18001423,closed,-5,"Mostly Sunny Temp: 81 F, Humidity: 45%, Wind: E 5 mph"
31,65513,INGEST,f6bc8acf-8227-4d57-9f17-b976c8919e57,23,57922,2019-09-15T17:00:00+00:00,sr:match:18001433,closed,-5,"Mostly Cloudy Temp: 87 F, Humidity: 67%, Wind: S 4 mph"
32,55070,INGEST,05e8c7ee-9bdb-41bc-82f9-95e09f9a303a,43,57942,2019-09-22T20:05:00+00:00,sr:match:18001509,closed,-5,"Cloudy Temp: 88 F, Humidity: 46%, Wind: E 11 mph"
33,69439,INGEST,268150a5-4fc0-47bb-b7c8-6c71ddaaa089,46,57945,2019-09-22T20:25:00+00:00,sr:match:18001517,closed,-8,"partly cloudy Temp: 79 F, Humidity: 36%, Wind: NW 3 mph"
34,78078,INGEST,37b06aae-af3f-4927-94df-699cee52b12f,36,57935,2019-09-22T17:00:00+00:00,sr:match:18001497,closed,-6,"Rain Temp: 69 F, Humidity: 93%, Wind: S-SW 7 mph"
35,60295,INGEST,515c1908-662c-44fd-99c1-4efbc1db8fc3,37,57936,2019-09-22T17:00:00+00:00,sr:match:18001493,closed,-5,"Sunny Temp: 82 F, Humidity: 48%, Wind: SSW 13 mph"
36,67431,INGEST,51915b20-e489-436d-9616-484bc5e1d605,47,57946,2019-09-23T00:20:00+00:00,sr:match:18001525,closed,-5,"Mostly Clear Temp: 83 F, Humidity: 33%, Wind: SSW 12 mph"
37,73390,INGEST,5cd8b48e-5a79-4412-ae28-5f5333d0dc6f,38,57937,2019-09-22T17:00:00+00:00,sr:match:18001489,closed,-6,"Temp: 71 F, Humidity: 87%, Wind: West 3 mph"
38,25349,INGEST,96c4b298-07f4-44f5-a0d2-7b8cf3e291f2,44,57943,2019-09-22T20:25:00+00:00,sr:match:18001523,closed,-8,"Partly Cloudy Temp: 87 F, Humidity: 37%, Wind: S 4 mph"
39,69448,INGEST,9ce7e7b9-361f-4f3a-bab8-e0a9f7e7add0,34,57933,2019-09-22T17:00:00+00:00,sr:match:18001473,closed,-5,"Mostly sunny Temp: 83 F, Humidity: 53%, Wind: WSW 13 mph"
40,65878,INGEST,add98d10-faf9-4c7e-bcd7-8cdd65392d71,40,57939,2019-09-22T17:00:00+00:00,sr:match:18001485,closed,-5,"Sunny and warm Temp: 81 F, Humidity: 49%, Wind: SW 10 mph"
41,67327,INGEST,baa7eec8-5bbd-4992-a306-fe0b82d38f24,48,57947,2019-09-24T00:15:00+00:00,sr:match:18001531,closed,-5,"Cloudy Temp: 87 F, Humidity: 39%, Wind: SW 5 mph"
42,69796,INGEST,ca9d31ff-225b-4dc2-8329-24f62a35235a,41,57940,2019-09-22T17:00:00+00:00,sr:match:18001479,closed,-5,"Sunny Temp: 84 F, Humidity: 53%, Wind: SSW 7 mph"
43,60104,INGEST,ea7b4d0c-9adc-4068-8f02-7c143566bcde,42,57941,2019-09-22T20:05:00+00:00,sr:match:18001511,closed,-8,"N/A Temp:  F, Wind:   mph"
44,58613,INGEST,f77f6f07-4ba1-4517-88d6-a487b1d408a9,33,57932,2019-09-20T00:20:00+00:00,sr:match:18001469,closed,-5,"Light rain Temp: 73 F, Humidity: 87%, Wind: NE 9mph mph"
45,66738,INGEST,f7e0bbe5-e78f-4e0e-8f67-b7f635b05c7a,39,57938,2019-09-22T17:00:00+00:00,sr:match:18001195,closed,-6,"N/A (Indoors) Temp:  F, Wind:   mph"
46,69005,INGEST,fa26379c-b8e3-40ed-a9a7-24bbcf29fbd4,45,57944,2019-09-22T20:25:00+00:00,sr:match:18001521,closed,-8,"Rain Temp: 63 F, Humidity: 85%, Wind: 8 SSE mph"
47,90127,INGEST,fb8f49a1-40fd-46b4-9128-36e1fa43a7cf,35,57934,2019-09-22T17:00:00+00:00,sr:match:18001503,closed,-6,"Temp:  F, Wind:   mph"
48,68117,INGEST,05d53287-1b14-406c-a3bf-2b6dcbf12000,59,57958,2019-09-29T20:05:00+00:00,sr:match:18001591,closed,-8,"Mostly Sunny Temp: 74 F, Humidity: 41%, Wind: SW 2 mph"
49,71699,INGEST,1300c61d-19b7-4ee8-9a5a-0ac2a374cbc2,54,57953,2019-09-29T17:00:00+00:00,sr:match:18001559,closed,-6,"Mostly Cloudy Temp: 89 F, Humidity: 61%, Wind: SE 6mph mph"
50,70686,INGEST,165bae05-c852-4911-9519-3d2de1dbf847,51,57950,2019-09-29T17:00:00+00:00,sr:match:18001569,closed,-5,"Partly Cloudy Temp: 83 F, Humidity: 57%, Wind: NE 8 mph"
51,65188,INGEST,2acf81d3-942f-438e-a9ac-7451ba3359d4,53,57952,2019-09-29T17:00:00+00:00,sr:match:18001567,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
52,70317,INGEST,31ae5f62-de09-4303-8743-28d5782d54c5,52,57951,2019-09-29T17:00:00+00:00,sr:match:18001575,closed,-5,"Mostly cloudy Temp: 58 F, Humidity: 71%, Wind: E 10 mph"
53,64278,INGEST,58c3e0a0-e40a-4926-a3b3-8b7955169c87,56,57955,2019-09-29T17:00:00+00:00,sr:match:18001553,closed,-5,"Mostly Cloudy Temp: 88 F, Humidity: 53%, Wind: ENE 15 mph"
54,62259,INGEST,6fdcf1b1-351e-4fbb-a951-44842d5d3899,55,57954,2019-09-29T17:00:00+00:00,sr:match:18001557,closed,-5,"Cloudy Temp: 77 F, Humidity: 72%, Wind: NNE 10 mph"
55,73086,INGEST,7b4160cb-9aeb-4df8-9b6a-8528c401e823,62,57961,2019-09-30T00:20:00+00:00,sr:match:18001605,closed,-6,"Sunny Temp: 87 F, Humidity: 62%, Wind: E 10 mph"
56,60500,INGEST,9438ee07-8199-4fd0-90d9-aac4f8910d6e,58,57957,2019-09-29T20:05:00+00:00,sr:match:18001595,closed,-8,"N/A Indoors Temp:  F, Wind:   mph"
57,62131,INGEST,ac867786-b02e-4173-81a5-1a71507f0138,60,57959,2019-09-29T20:25:00+00:00,sr:match:18001197,closed,-6,"Cloudy Temp: 67 F, Humidity: 89%, Wind: East 8 mph"
58,77509,INGEST,bc4b46a4-f6ac-4b64-83a9-df07719637e8,49,57948,2019-09-27T00:20:00+00:00,sr:match:18001537,closed,-6,"Cloudy Temp: 60 F, Humidity: 62%, Wind: S 3 mph"
59,76219,INGEST,c02cde46-a399-45a6-9960-838af157eb3d,61,57960,2019-09-29T20:25:00+00:00,sr:match:18001601,closed,-7,"Sunny Temp: 87 F, Humidity: 11%, Wind: Southwest 14 Gusting to 24 mph"
60,72108,INGEST,c604b0c7-0d4c-4c20-9e7c-5ddef4884def,50,57949,2019-09-29T17:00:00+00:00,sr:match:18001543,closed,-5,"Temp:  F, Wind:   mph"
61,57959,INGEST,d84c54de-04d4-4a85-bcbc-32ea645b51a2,63,57962,2019-10-01T00:15:00+00:00,sr:match:18001611,closed,-5,"Clear Temp: 76 F, Humidity: 72%, Wind: From S 1 mph"
62,74149,INGEST,ff5926d6-1146-42d2-89d8-951b1505d753,57,57956,2019-09-29T17:00:00+00:00,sr:match:18001547,closed,-5,"Fair Temp: 77 F, Humidity: 42%, Wind: NNE 11 mph"
63,70585,INGEST,2edfe027-099e-4d67-a3c3-bcc78c276e4c,78,57977,2019-10-08T00:15:00+00:00,sr:match:18001677,closed,-8,"Clear Temp: 87 F, Humidity: 36%, Wind: NW 8 mph"
64,66910,INGEST,36f8ff56-8f54-4026-b4bd-a58ce4c23f08,73,57972,2019-10-06T17:00:00+00:00,sr:match:18001639,closed,-6,"Cloudy Temp: 77 F, Humidity: 71%, Wind: S 13 mph"
65,71787,INGEST,40b26287-da3d-4392-98b2-be7d631e12c8,67,57966,2019-10-06T17:00:00+00:00,sr:match:18001647,closed,-6,"Partly Cloudy Temp: 86 F, Humidity: 63%, Wind: E 4 mph"
66,25357,INGEST,4658878a-4906-4836-8286-4df2492ff956,75,57974,2019-10-06T20:05:00+00:00,sr:match:18001667,closed,-8,"Sunny Temp: 85 F, Humidity: 35%, Wind: W 12 mph"
67,68988,INGEST,6172531f-584c-4821-ac7a-e2fef86347bc,64,57963,2019-10-04T00:20:00+00:00,sr:match:18001627,closed,-8,"Cloudy Temp: 57 F, Humidity: 56%, Wind: SW 7 mph"
68,64037,INGEST,6a06ee3f-f25a-4fcb-8159-6a946c381ec2,72,57971,2019-10-06T17:00:00+00:00,sr:match:18001643,closed,-5,"Rain Temp: 70 F, Humidity: 74%, Wind: From SW 7 mph"
69,93024,INGEST,6a8a7c9c-d19c-4fe2-a525-7a15e40a751d,76,57975,2019-10-06T20:25:00+00:00,sr:match:18001671,closed,-6,"Temp:  F, Wind:   mph"
70,76483,INGEST,7c539fd0-d379-4950-84ed-b83ee2de6baa,74,57973,2019-10-06T17:00:00+00:00,sr:match:18001637,closed,-5,"Cloudy Temp: 70 F, Humidity: 66%, Wind: S 8 mph"
71,46012,INGEST,b10990ce-6ff0-44b8-b106-cf1d67be5e64,66,57965,2019-10-06T17:00:00+00:00,sr:match:18001645,closed,-5,"Cloudy Temp: 76 F, Humidity: 68%, Wind: SW 6 mph, Gusts to 10 mph"
72,72762,INGEST,b4ad1881-1002-4f9c-8d73-53313abdc74b,65,57964,2019-10-06T17:00:00+00:00,sr:match:18001633,closed,-5,"Cloudy Temp: 72 F, Humidity: 59%, Wind: ESE 4 mph"
73,73029,INGEST,c5fc42ec-dec7-4fa0-8e69-4885e497e00a,68,57967,2019-10-06T17:00:00+00:00,sr:match:18001651,closed,-6,"Sunny Temp: 85 F, Humidity: 77%, Wind: ENE 7 mph"
74,69796,INGEST,cb538956-1729-45d9-9105-ae0ac0ba6865,71,57970,2019-10-06T17:00:00+00:00,sr:match:18001661,closed,-5,"Cloudy Temp: 68 F, Humidity: 68%, Wind: S 10 mph"
75,60463,INGEST,e65a3bf9-f7af-482c-a5bf-f9cfecf2373b,70,57969,2019-10-06T17:00:00+00:00,sr:match:18001655,closed,0,"Cloudy Temp: 59 F, Humidity: 60%, Wind: WNW 15 mph"
76,73352,INGEST,e752a307-4738-4d0f-bb0d-bcb64127cdbb,77,57976,2019-10-07T00:20:00+00:00,sr:match:18001673,closed,-6,"Cloudy Temp: 59 F, Humidity: 75%, Wind: West 3 mph"
77,75041,INGEST,eaf1c022-73d8-4bee-b86c-18d04e1cb4b6,69,57968,2019-10-06T17:00:00+00:00,sr:match:18001199,closed,-5,"Cloudy Temp: 66 F, Humidity: 73%, Wind: South 10 mph"
78,25425,INGEST,16d3b602-d121-4900-9828-3006fbadff08,91,57990,2019-10-14T00:20:00+00:00,sr:match:18001791,closed,-8,"Clear Temp: 71 F, Humidity: 61%, Wind: SW 9 mph"
79,73323,INGEST,2d960257-9fed-4ebe-b04d-b5b947b3a9b8,84,57983,2019-10-13T17:00:00+00:00,sr:match:18001751,closed,-6,"Sunny Temp: 56 F, Humidity: 47%, Wind: North 2 mph"
80,76947,INGEST,346a96bd-a053-4463-bbf3-aa0be7335b87,92,57991,2019-10-15T00:15:00+00:00,sr:match:18001795,closed,-6,"Cloudy Temp: 43 F, Humidity: 73%, Wind: SW 5 mph"
81,67431,INGEST,3db80437-47d2-4347-8401-562c25841811,82,57981,2019-10-13T17:00:00+00:00,sr:match:18001761,closed,-5,"Sunny Temp: 58 F, Humidity: 38%, Wind: South 20 mph"
82,78523,INGEST,3e368c18-9c24-4188-bc25-f56dcde89806,90,57989,2019-10-13T20:25:00+00:00,sr:match:18001783,closed,-5,"Fair Temp: 66 F, Humidity: 38%, Wind: SSE 7 mph"
83,65878,INGEST,3f1adfe4-4559-4014-85b6-80eb8d3615e1,79,57978,2019-10-11T00:20:00+00:00,sr:match:18001727,closed,-5,"Mostly Cloudy Temp: 54 F, Humidity: 61%, Wind: NNE 13 mph"
84,75695,INGEST,480c1c9f-79e0-4147-a1bb-73660ae6e119,88,57987,2019-10-13T20:05:00+00:00,sr:match:18001775,closed,-8,"Sunny Temp: 77 F, Humidity: 42%, Wind: WNW 2 mph"
85,70051,INGEST,48a5ae33-5b1c-4bb1-ab36-0571e0e245a4,81,57980,2019-10-13T17:00:00+00:00,sr:match:18001767,closed,-5,"Cloudy Temp: 64 F, Humidity: 43%, Wind: East 7 mph"
86,64341,INGEST,50431038-becf-4524-917f-a7f6c0e5bf18,83,57982,2019-10-13T17:00:00+00:00,sr:match:18001757,closed,-5,"Sunny Temp: 81 F, Humidity: 56%, Wind: SSW 3 mph"
87,75815,INGEST,58382fbe-ed53-409e-9a8b-fc989b2e5c56,89,57988,2019-10-13T20:25:00+00:00,sr:match:18001785,closed,-7,"Sunny Temp: 69 F, Humidity: 9%, Wind: East 7 mph"
88,60087,INGEST,98b7835e-e2de-4b37-b194-2c674fa83739,80,57979,2019-10-13T13:30:00+00:00,sr:match:18001737,closed,0,"Mostly Cloudy Temp: 61 F, Humidity: 86%, Wind: SW 14 mph"
89,66837,INGEST,9bd6b819-5afd-4747-9ac2-4705e5a8ed59,86,57985,2019-10-13T17:00:00+00:00,sr:match:18001301,closed,-6,"N/A (Indoors) Temp:  F, Wind:   mph"
90,60140,INGEST,b9dda0bf-89ea-4157-97b5-818ba178f1cc,87,57986,2019-10-13T20:05:00+00:00,sr:match:18001779,closed,-8,"N/A Temp:  F, Wind:   mph"
91,59808,INGEST,f5b4423f-ecd4-45f8-9825-d998fdf1de88,85,57984,2019-10-13T17:00:00+00:00,sr:match:18001745,closed,-5,"Cloudy Temp: 84 F, Humidity: 66%, Wind: E 13 mph"
92,78160,INGEST,0b4c641d-44db-489c-9903-172ce9732db1,98,57997,2019-10-20T17:00:00+00:00,sr:match:18001355,closed,-6,"Sunny Temp: 55 F, Humidity: 74%, Wind: SW 6 mph"
93,68340,INGEST,2c17d140-a1fe-4530-82e6-f1c9cc8aa377,95,57994,2019-10-20T17:00:00+00:00,sr:match:18001345,closed,-5,"Mostly sunny Temp: 65 F, Humidity: 54%, Wind: SW 7 mph"
94,62306,INGEST,40f8cdfe-c23c-4317-8f20-c662bc6ca1cd,103,58002,2019-10-20T20:25:00+00:00,sr:match:18001391,closed,-6,"Partly Cloudy Temp: 54 F, Humidity: 84%, Wind: NE 6 mph"
95,71856,INGEST,586502a9-06fa-418b-acea-e6b977020fe5,94,57993,2019-10-20T17:00:00+00:00,sr:match:18001359,closed,-5,"Temp: 66 F, Humidity: 79%, Wind:   mph"
96,60314,INGEST,71ad3305-1043-413c-8203-146169d90ec7,97,57996,2019-10-20T17:00:00+00:00,sr:match:18001305,closed,-5,"Temp: 69 F, Humidity: 70%, Wind:   mph"
97,91213,INGEST,8b9e61e1-7dbc-4cf2-b313-b5a5f6abe8a6,105,58004,2019-10-21T00:20:00+00:00,sr:match:18001401,closed,-6,"Temp:  F, Wind:   mph"
98,59977,INGEST,91184c14-5cff-4ce9-a632-27c4229d58ac,99,57998,2019-10-20T17:00:00+00:00,sr:match:18001369,closed,-5,"Partly sunny Temp: 66 F, Humidity: 56%, Wind: NNW 2 mph"
99,78523,INGEST,937e8f7b-53e5-41b8-9cff-51f52c70f53c,106,58005,2019-10-22T00:15:00+00:00,sr:match:18001407,closed,-5,"Mostly Clear Temp: 58 F, Humidity: 73%, Wind: SSW 0 mph"
100,73577,INGEST,96a34277-885e-4222-ba19-553024d9e3a0,100,57999,2019-10-20T17:00:00+00:00,sr:match:18001379,closed,-5,"Light Rain Temp: 56 F, Humidity: 78%, Wind: North 3 mph"
101,62431,INGEST,b0906441-f0f1-4f33-875e-79b03a34d2e0,102,58001,2019-10-20T20:05:00+00:00,sr:match:18001385,closed,-6,"Sunny Temp: 77 F, Humidity: 40%, Wind: SE 2 mph"
102,76748,INGEST,b183903e-bccf-40c6-9e14-80ff46b25e84,93,57992,2019-10-18T00:20:00+00:00,sr:match:18001329,closed,-7,"Mostly Cloudy Temp: 75 F, Humidity: 7%, Wind: North East 6 mph"
103,61459,INGEST,e921a16f-fbf5-4646-956a-9c584d894078,101,58000,2019-10-20T17:00:00+00:00,sr:match:18001375,closed,-5,"Rain Temp: 55 F, Humidity: 93%, Wind: NNE 12 mph"
104,69012,INGEST,eb40ca83-91e9-46cb-992f-ffb5b9e43742,104,58003,2019-10-20T20:25:00+00:00,sr:match:18001395,closed,-8,"Rain Temp: 50 F, Humidity: 79%, Wind: SE 8 mph"
105,42784,INGEST,f2c8fff8-dfc5-4074-964b-eb0989e75fb9,96,57995,2019-10-20T17:00:00+00:00,sr:match:18001349,closed,-5,"Partly Sunny Temp: 70 F, Humidity: 63%, Wind: NNW 2 mph, gusts to 5 mph"
106,71483,INGEST,188e95e2-549d-46a5-823e-37c0c9f6d111,108,58007,2019-10-27T17:00:00+00:00,sr:match:18001429,closed,-5,"sUNNY Temp: 65 F, Humidity: 63%, Wind:   mph"
107,61653,INGEST,28055d84-ec4e-4211-b06e-74fd20227d54,118,58017,2019-10-27T17:00:00+00:00,sr:match:18001499,closed,-5,"Mostly sunny Temp: 55 F, Humidity: 73%, Wind: W 10 mph"
108,69083,INGEST,5281a4dd-8ad2-41f8-91b2-b11f7228af32,117,58016,2019-10-27T20:05:00+00:00,sr:match:18001487,closed,-8,"Sunny Temp: 66 F, Humidity: 20%, Wind: NW 19 mph"
109,73064,INGEST,5542f4fd-b989-4651-9618-814735a65575,115,58014,2019-10-27T17:00:00+00:00,sr:match:18001437,closed,-6,"Partly Cloudy Temp: 65 F, Humidity: 65%, Wind: NE 5 mph"
110,61632,INGEST,669f3b55-58c3-473a-863a-982c41203cd9,110,58009,2019-10-27T17:00:00+00:00,sr:match:18001463,closed,-6,"Clear Temp: 52 F, Humidity: 59%, Wind: W 9 mph"
111,59244,INGEST,81ed939e-dd00-4d12-b7f4-7e9386be5932,121,58020,2019-10-29T00:15:00+00:00,sr:match:18001513,closed,-5,"Clear Temp: 59 F, Humidity: 50%, Wind: From NE 2 mph"
112,83720,INGEST,8576dbb8-b112-4e75-a69e-c17ffcb2b7f6,114,58013,2019-10-27T17:00:00+00:00,sr:match:18001447,closed,-1,"Fair Temp: 48 F, Humidity: 69%, Wind: WNW 5 mph"
113,57833,INGEST,90e15372-88ea-4b79-a8b3-55c04a325d62,113,58012,2019-10-27T17:00:00+00:00,sr:match:18001455,closed,-5,"Temp: 79 F, Humidity: 87%, Wind: SSW 11 mph"
114,58509,INGEST,93a0aaa3-9723-4029-ae64-aac2d9aabd58,111,58010,2019-10-27T17:00:00+00:00,sr:match:18001475,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
115,71893,INGEST,959dd436-6c9e-43b8-857c-ddc5f47a78e8,112,58011,2019-10-27T20:25:00+00:00,sr:match:18001481,closed,-6,"Sunny Temp: 76 F, Humidity: 47%, Wind: SE 1 mph"
116,62073,INGEST,9c4c1d81-7033-4810-ba5f-3d534361aea8,116,58015,2019-10-27T17:00:00+00:00,sr:match:18001435,closed,-6,"Cloudy Temp: 59 F, Humidity: 67%, Wind: NE 3 mph"
117,66776,INGEST,a06241f4-149a-4091-bfc0-4a309a3dd1d7,107,58006,2019-10-25T00:20:00+00:00,sr:match:18001309,closed,-6,"N/A (Indoors) Temp:  F, Wind:   mph"
118,73558,INGEST,dfbf96fe-1527-4d30-b3eb-002aea9e9f40,120,58019,2019-10-28T00:20:00+00:00,sr:match:18001507,closed,-6,"Cloudy Temp: 54 F, Humidity: 60%, Wind: West 5 mph"
119,69435,INGEST,e26ed838-7be0-4d52-8822-a7dc73b512d4,109,58008,2019-10-27T17:00:00+00:00,sr:match:18001459,closed,-5,"Cloudy with showers and wind Temp: 54 F, Humidity: 87%, Wind: WSW 23 mph"
120,65878,INGEST,ef6d0495-3fbc-4751-8a0a-8f5ae2ccf909,119,58018,2019-10-27T20:25:00+00:00,sr:match:18001495,closed,-5,"Rain Temp: 49 F, Humidity: 91%, Wind: E 11 mph"
121,71157,INGEST,0efdfb1e-56b9-41ed-9da1-e98af2b20cf4,134,58033,2019-11-04T01:20:00+00:00,sr:match:18001603,closed,-5,"Clear Temp: 48 F, Humidity: 41%, Wind: ESE 1 mph"
122,69796,INGEST,14b4368f-ca29-4b45-8e3d-3c771d1179d3,128,58027,2019-11-03T18:00:00+00:00,sr:match:18001549,closed,-5,"Sunny Temp: 52 F, Humidity: 37%, Wind: WNW 13 mph"
123,73615,INGEST,20dcf661-a2c2-4bf0-b8d9-62bcd281bc2c,126,58025,2019-11-03T18:00:00+00:00,sr:match:18001565,closed,-6,"Sunny Temp: 54 F, Humidity: 37%, Wind: Southwest 15 mph"
124,67685,INGEST,29874e8c-1a82-460a-be4c-49f0d807ef58,124,58023,2019-11-03T18:00:00+00:00,sr:match:18001579,closed,-5,"Mostly cloudy Temp: 42 F, Humidity: 56%, Wind: W 18 mph"
125,76743,INGEST,31814d53-e01f-4b64-b19f-963f2ba52a7e,132,58031,2019-11-03T21:25:00+00:00,sr:match:18001597,closed,-7,"Mostly Cloudy Temp: 55 F, Humidity: 32%, Wind: East 4 mph"
