,attendance,entry_mode,id,scheduled,status,utc_offset,weather
0,78702,INGEST,06e57839-60b5-49a5-8de7-fc87ea1d2134,2011-09-12T00:33:11+00:00,closed,-5,
1,66860,INGEST,2fea244c-45f8-43a2-bd0c-6cb013d1c278,2011-09-12T23:13:27+00:00,closed,-5,
2,69732,INGEST,47f44a9d-6cbe-426f-b090-c13d791a9d58,2011-09-11T17:22:52+00:00,closed,-8,
3,71434,INGEST,8da08fc4-d730-4028-b8db-f96e90867952,2011-09-11T17:07:17+00:00,closed,-5,
4,75671,INGEST,929cf492-2e60-4177-a342-61246f3cf235,2011-09-13T02:26:23+00:00,closed,-7,
5,61619,INGEST,9f9e9505-ec58-4420-94d4-6785931cc910,2011-09-11T17:05:40+00:00,closed,-5,
6,51274,INGEST,bc0bf44c-4440-467d-a6dc-ea4da557f2de,2011-09-11T17:06:29+00:00,closed,-5,
7,62115,INGEST,bd6004fd-6312-4eaa-9073-a27899c98933,2011-09-11T17:06:26+00:00,closed,-6,
8,56722,INGEST,c0e0711c-fa67-4ad2-ac06-02adcb88dbfa,2011-09-11T17:06:45+00:00,closed,-6,
9,67321,INGEST,d53c217d-9f65-496e-9152-dbbb17533f84,2011-09-11T17:06:30+00:00,closed,-5,
10,68755,INGEST,d66dc4c2-abc0-4543-8b3a-51fdf14555ca,2011-09-11T17:05:30+00:00,closed,-6,
11,80121,INGEST,db78771e-603c-424e-8d4b-fc330fa1d037,2011-09-11T20:23:12+00:00,closed,-5,
12,70555,INGEST,e194744f-6f62-4726-99e9-01649a9277e4,2011-09-09T00:40:59+00:00,closed,-6,
13,60627,INGEST,e1aa8d72-25b4-451c-bfcd-8fea157c1d6c,2011-09-11T20:22:41+00:00,closed,-8,
14,66716,INGEST,e90602a3-6914-4f06-848d-5d8fee01612f,2011-09-11T20:22:39+00:00,closed,-8,
15,71444,INGEST,fd4fbeb6-8e31-4473-9ed4-0cd42a1d770f,2011-09-11T17:05:39+00:00,closed,-6,
16,68191,INGEST,0cee37f8-70f7-40fb-9150-78c2f72dff71,2011-09-18T17:03:05+00:00,closed,-5,
17,62461,INGEST,3e18651d-d080-4f43-b175-c52e75314036,2011-09-18T17:02:31+00:00,closed,-6,
