,attendance,entry_mode,id,scheduled,status,utc_offset,weather
0,71099,INGEST,19fefe2e-9385-4741-8294-256b2903a7e1,2009-09-13T17:03:41+00:00,closed,-5,
1,70560,INGEST,1b9111dd-ab5f-494a-9abb-c44703a99ccc,2009-09-13T17:03:27+00:00,closed,-5,
2,65757,INGEST,2b9bad8d-e154-445b-98b4-89e6809f255a,2009-09-13T17:02:33+00:00,closed,-5,
3,61940,INGEST,3a23a07a-1869-4fa2-a536-b40015d1ab0e,2009-09-15T02:20:57+00:00,closed,-8,
4,70920,INGEST,41b3d566-5d89-48cf-a5a9-c1af4fcac15b,2009-09-14T00:31:29+00:00,closed,-6,
5,65110,INGEST,47f2cddc-ab82-459f-9b67-4cbbd00ba031,2009-09-11T00:41:23+00:00,closed,-5,
6,63806,INGEST,4d96fc6e-42f3-4764-93f0-f9477b53be31,2009-09-13T17:03:17+00:00,closed,-5,
7,73599,INGEST,530ee34f-1aac-4b79-9f91-7377e952f0fe,2009-09-13T17:03:10+00:00,closed,-5,
8,70118,INGEST,57e19ec8-99df-49ea-a7ab-f91e17c6fd3a,2009-09-13T17:02:54+00:00,closed,-6,
9,69719,INGEST,5b39656d-67b5-4cab-b65f-ab01f41b2f2b,2009-09-13T17:03:33+00:00,closed,-6,
10,68756,INGEST,a7c74b99-98b9-422d-b485-d4ade45f308b,2009-09-14T23:11:25+00:00,closed,-5,
11,78206,INGEST,ba6c9601-5912-4979-b6bd-3b21ba8f9ff2,2009-09-13T20:15:53+00:00,closed,-5,
12,67610,INGEST,c6dca23b-88fd-425d-8fdf-9af7e5c3b103,2009-09-13T20:16:45+00:00,closed,-8,
13,61981,INGEST,d604f86c-d7fa-470c-b682-44167309ee94,2009-09-13T20:15:49+00:00,closed,-7,
14,62831,INGEST,f4d25cad-2bec-4e19-9147-8ba6c9fb2dd2,2009-09-13T17:02:42+00:00,closed,-5,
15,67606,INGEST,faaa815e-580f-4369-ae28-31fe3f2531b8,2009-09-13T17:02:33+00:00,closed,-5,
16,78312,INGEST,12bccc2b-52d9-4957-8627-450dd48c1b4a,2009-09-20T17:02:43+00:00,closed,-5,
17,69143,INGEST,150c3975-f214-4400-9297-45580482f00c,2009-09-20T17:03:12+00:00,closed,-6,
18,69732,INGEST,26c8e42b-a2e4-4cf8-8640-6649d59f1d07,2009-09-20T20:05:08+00:00,closed,-8,
19,62231,INGEST,3352c477-c3f7-4904-b8f1-be0730435bd3,2009-09-20T20:15:41+00:00,closed,-6,
20,66882,INGEST,33962412-934a-4bf9-8f90-780c7741cf3b,2009-09-20T20:15:50+00:00,closed,-8,
21,67313,INGEST,405c270e-7a46-45b7-831f-313185a86653,2009-09-20T17:02:56+00:00,closed,-5,
22,105121,INGEST,4cfd5011-f667-4d8f-b92b-addee80a55a8,2009-09-21T00:31:12+00:00,closed,-6,
23,70678,INGEST,52fcd0ae-8408-46f6-ae57-320b9b6621b4,2009-09-20T17:02:33+00:00,closed,-6,
24,70318,INGEST,5c6086be-5c32-4157-8206-c07896f7778c,2009-09-20T20:06:00+00:00,closed,-5,
25,87780,INGEST,6c47568c-0ae1-48fb-a8a0-b25347877810,2009-09-20T17:02:42+00:00,closed,-5,
26,69144,INGEST,732fe273-74ec-4839-a3b4-70b088a55bb1,2009-09-20T17:04:09+00:00,closed,-5,
27,69169,INGEST,e5b6a251-1756-4f9e-8ab3-104da4af5056,2009-09-20T17:02:36+00:00,closed,-6,
28,56269,INGEST,e8e2d4f9-c047-4a31-a498-5c25851cbc5c,2009-09-20T17:03:06+00:00,closed,-5,
29,73931,INGEST,f2378d68-bbf0-4d67-a41a-63a2b439c12b,2009-09-20T20:15:36+00:00,closed,-7,
