,attendance,entry_mode,id,number,reference,scheduled,sr_id,status,utc_offset,weather
214,74188,INGEST,7c5d1149-c79f-4006-9fb8-e209e90a0b66,224,57790,2018-12-18T01:15:00+00:00,sr:match:14388258,closed,-5,"Clear Skies Temp: 48 F, Humidity: 45%, Wind: WNW 3 mph"
215,59110,INGEST,860b9510-4478-46be-ad87-13740438fc94,214,57780,2018-12-16T18:00:00+00:00,sr:match:14388232,closed,-5,"Rain shower Temp: 39 F, Humidity: 85%, Wind: NNE 7 mph"
216,66841,INGEST,8bce4965-595c-4f0f-9808-a5a701b6260c,219,57785,2018-12-16T18:00:00+00:00,sr:match:14388246,closed,-6,"N/A (Indoors) Temp:  F, Wind:   mph"
217,44568,INGEST,96c911d7-fde2-4077-817e-a4dda12929b2,216,57782,2018-12-16T18:00:00+00:00,sr:match:14388242,closed,-5,"Overcast Temp: 43 F, Humidity: 96%, Wind: N 2 mph"
218,72084,INGEST,a1485708-b7ff-4267-8f33-b8e24f2f8d57,212,57778,2018-12-16T18:00:00+00:00,sr:match:14388238,closed,-5,"Temp:  F, Wind:   mph"
219,75091,INGEST,b3bb20ad-11bb-4517-9f59-96a7b2a5fd03,209,57775,2018-12-14T01:20:00+00:00,sr:match:14388210,closed,-6,"Temp: 39 F, Humidity: 76%, Wind: NW 5 mph"
220,74210,INGEST,d42b4bda-26a5-436b-96e5-3f1b16a244cd,223,57789,2018-12-17T01:20:00+00:00,sr:match:14388256,closed,-8,"Cloudy Temp: 60 F, Humidity: 79%, Wind: W 5 mph"
221,66654,INGEST,e8278246-63c1-4d7c-8855-597b39d2c7d9,217,57783,2018-12-16T18:00:00+00:00,sr:match:14388250,closed,-5,"Sunny Temp: 46 F, Humidity: 80%, Wind: W 5 mph"
222,67577,INGEST,eed7cfcc-c63e-49e3-8723-7564c2354c1e,218,57784,2018-12-16T18:00:00+00:00,sr:match:14388248,closed,-5,"Partly Cloudy Temp: 64 F, Humidity: 58%, Wind: West 12mph mph"
223,68836,INGEST,f0ccbb40-8953-4bb0-bb46-ee0a93693b04,221,57787,2018-12-16T21:05:00+00:00,sr:match:14388252,closed,-8,"Cloudy Temp: 61 F, Humidity: 68%, Wind: South 11 mph"
224,60746,INGEST,074f5960-2ae6-440f-ada3-2df67b86a30c,228,57794,2018-12-22T21:30:00+00:00,sr:match:14388266,closed,-6,"Sunny Temp: 51 F, Humidity: 48%, Wind: S 9 mph"
225,73086,INGEST,0aa4ec84-6f42-482b-afe5-5ca86c9927dc,238,57804,2018-12-23T21:25:00+00:00,sr:match:14388286,closed,-6,"Indoors Temp: 68 F, Humidity: 71%, Wind: WNW 10 mph"
226,69067,INGEST,20272186-5b8e-4fa4-8c4d-b63edd653129,239,57805,2018-12-24T01:20:00+00:00,sr:match:14388288,closed,-8,"Cloudy Temp: 43 F, Humidity: 82%, Wind: SSE 8 mph"
227,61641,INGEST,31013bf5-05b6-4d03-a798-2d9732f94a91,232,57798,2018-12-23T18:00:00+00:00,sr:match:14388274,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
228,53850,INGEST,49e565f0-b9d8-4fad-a720-657417690bad,240,57806,2018-12-25T01:15:00+00:00,sr:match:14388290,closed,-8,"Rain Temp: 58 F, Humidity: 80%, Wind: West 14 mph"
229,73722,INGEST,586d8017-242c-4de0-9eb7-e6d1037293d0,229,57795,2018-12-23T18:00:00+00:00,sr:match:14388278,closed,-5,"Sunny Temp: 52 F, Humidity: 45%, Wind: WNW 7 mph"
230,25571,INGEST,5b264b03-ad22-409c-b26b-79f93a69b717,226,57792,2018-12-23T01:20:00+00:00,sr:match:14388280,closed,-8,"Partly Cloudy Temp: 60 F, Humidity: 89%, Wind: WSW 5 mph"
231,61738,INGEST,631d7826-2a0c-47ac-9842-62652000ea04,225,57791,2018-12-23T18:00:00+00:00,sr:match:14388260,closed,-5,"Cloudy Temp: 33 F, Humidity: 85%, Wind: NW 7 mph"
232,77982,INGEST,88008ce5-6838-487c-849f-07441380b1f1,234,57800,2018-12-23T18:00:00+00:00,sr:match:14388268,closed,-5,"Sunny Temp: 43 F, Humidity: 48%, Wind: WNW 8 mph"
233,92851,INGEST,8c42d904-70a3-42a1-9c39-74ee8bb4ed40,231,57797,2018-12-23T18:00:00+00:00,sr:match:14388272,closed,-6,"Temp:  F, Wind:   mph"
234,61759,INGEST,a2b2ed1e-f9a4-4c42-891c-535c844eb63a,236,57802,2018-12-23T21:05:00+00:00,sr:match:14388284,closed,-7,"Sunny Temp: 72 F, Humidity: 22%, Wind: SE 0 mph"
235,67431,INGEST,b58b59f1-92dd-4821-8a31-5dd2048db76e,230,57796,2018-12-23T18:00:00+00:00,sr:match:14388270,closed,-5,"Cloudy Temp: 37 F, Humidity: 76%, Wind: South 9 mph"
236,65878,INGEST,bab37a8f-0c09-4aa4-a4b3-4626333035ea,233,57799,2018-12-23T18:00:00+00:00,sr:match:14388276,closed,-5,"Clear and cold Temp: 40 F, Humidity: 38%, Wind: West 12 mph"
237,69696,INGEST,c0e1b706-280a-4e6a-beac-fb358f446704,235,57801,2018-12-23T18:00:00+00:00,sr:match:14388262,closed,-5,"Clear Temp: 44 F, Humidity: 44%, Wind: W 5 mph"
238,65798,INGEST,cc8ccfad-382f-40f6-a24a-6ff253db4a5f,227,57793,2018-12-23T18:00:00+00:00,sr:match:14388264,closed,-5,"Sunny Temp: 73 F, Humidity: 49%, Wind: NNE 9 mph"
239,70806,INGEST,ce5660c8-5c37-4361-8af6-3be3ca3edc7d,237,57803,2018-12-23T21:05:00+00:00,sr:match:14388282,closed,-8,"Partly Cloudy Temp: 50 F, Humidity: 76%, Wind:  5 mph"
240,66878,INGEST,0855456d-9c04-49ba-94f2-5b9ebdf16f3b,246,57812,2018-12-30T21:25:00+00:00,sr:match:14388406,closed,-6,"N/A (Indoors) Temp:  F, Wind:   mph"
241,70925,INGEST,0a6c0b5d-295b-4fec-a223-5ef1bb7c3af5,241,57807,2018-12-30T21:25:00+00:00,sr:match:14388292,closed,-5,"Partly Cloudy Temp: 48 F, Humidity: 59%, Wind: SSW 2 mph"
242,65878,INGEST,1810b56e-655b-4788-9113-75a2c4c18d05,247,57813,2018-12-30T18:00:00+00:00,sr:match:14388408,closed,-5,"Sunny and cold Temp: 33 F, Humidity: 42%, Wind: SE 2 mph"
243,68978,INGEST,2eff1d0e-6a13-47cc-a8f8-a60cd617830a,252,57818,2018-12-31T01:20:00+00:00,sr:match:14388398,closed,-6,"Clear Temp: 53 F, Humidity: 67%, Wind: S 4 mph"
244,68990,INGEST,43840f84-df2c-4bc8-8c42-9b39292238b8,256,57822,2018-12-30T21:25:00+00:00,sr:match:14388422,closed,-8,"Cloudy Temp: 45 F, Humidity: 76%, Wind: SE 5 mph"
245,75947,INGEST,5878a01a-c8b3-4eba-8564-5fb2d13a567f,254,57820,2018-12-30T21:25:00+00:00,sr:match:14388418,closed,-7,"Mostly Cloudy Temp: 51 F, Humidity: 22%, Wind: North 6 mph"
246,77341,INGEST,7373818c-5712-47d2-9f31-3bce8f97557f,243,57809,2018-12-30T18:00:00+00:00,sr:match:14388400,closed,-6,"Cloudy Temp: 26 F, Humidity: 70%, Wind: SW 15 mph"
247,52884,INGEST,7695e6f7-2867-4c96-8512-0eed6c5731f4,251,57817,2018-12-30T18:00:00+00:00,sr:match:14388416,closed,-5,"Cloudy Temp: 80 F, Humidity: 73%, Wind: SSW 5 mph"
248,72161,INGEST,83f53db1-4fa9-43c6-8d84-bb142d0feff6,255,57821,2018-12-30T21:25:00+00:00,sr:match:14388420,closed,-8,"Sunny Temp: 65 F, Humidity: 30%, Wind: WSW 3 mph"
249,63188,INGEST,8e9ad8cf-eee7-421f-91d6-fa4e3525cc9e,253,57819,2018-12-30T21:25:00+00:00,sr:match:14388296,closed,-5,"Sunny Temp: 46 F, Humidity: 62%, Wind: S 3 mph"
250,71848,INGEST,a9afb49f-95b6-4792-af3a-9d496ef9edb8,244,57810,2018-12-30T18:00:00+00:00,sr:match:14388402,closed,-6,"Rainy Temp: 46 F, Humidity: 93%, Wind: NW 6 mph"
251,77750,INGEST,aa684041-b622-4ece-9e8e-0deeced85e71,249,57815,2018-12-30T18:00:00+00:00,sr:match:14388412,closed,-5,"Cloudy Temp: 37 F, Humidity: 70%, Wind: West 2 mph"
252,67420,INGEST,bb0633d3-b30b-4f31-be05-7b69b6b626d4,242,57808,2018-12-30T18:00:00+00:00,sr:match:14388294,closed,-5,"Cloudy Temp: 33 F, Humidity: 75%, Wind: WSW 9 mph"
253,77550,INGEST,bee9a3f4-d5e7-4805-8e7e-9f1ad64fb22e,245,57811,2018-12-30T21:25:00+00:00,sr:match:14388404,closed,-6,"Sunny Temp: 45 F, Humidity: 43%, Wind: South 15 mph"
254,73028,INGEST,cffde1b2-31e9-4e59-851e-b56bb61b7fc4,248,57814,2018-12-30T18:00:00+00:00,sr:match:14388410,closed,-6,"Indoors Temp: 64 F, Humidity: 98%, Wind: ESE 5 mph"
255,63874,INGEST,da9c50e9-01c0-46f9-8aa2-910e19d4ab8c,250,57816,2018-12-30T21:25:00+00:00,sr:match:14388414,closed,-5,"Partly Cloudy Temp: 42 F, Humidity: 63%, Wind: From SW 9 mph"
