,attendance,entry_mode,id,number,reference,scheduled,status,utc_offset,weather
139,78292,INGEST,61e0114a-7d15-4102-962d-fb353c3ba2c8,146,56315,2014-11-10T01:31:16+00:00,closed,-6,"Mostly cloudy Temp: 34 F, Humidity: 90%, Wind: NW 5 mph"
140,68352,INGEST,624ef1d4-a29b-488d-9d7b-5f40586adaf7,145,56314,2014-11-09T21:25:40+00:00,closed,-8,"Cloudy Temp: 50 F, Humidity: 88%, Wind:  0 mph"
141,57751,INGEST,8058f041-2074-43d6-86b5-8c4b5498d70e,142,56311,2014-11-09T18:04:05+00:00,closed,-5,"Cloudy Temp: 64 F, Humidity: 73%, Wind: N 5 mph"
142,69596,INGEST,81f076aa-0379-423e-a9d8-1e31fbe48591,147,56316,2014-11-11T01:31:04+00:00,closed,-5,"Mostly Clear Temp: 52 F, Humidity: 61%, Wind: S 5 mph"
143,78160,INGEST,82453962-a84f-45b9-8fd6-9b7c494de1fe,141,56310,2014-11-09T18:02:38+00:00,closed,-5,"Sunny Temp: 58 F, Humidity: 36%, Wind: W 8 mph"
144,63179,INGEST,934793e0-4323-475a-a740-3fadab32c0d5,138,56307,2014-11-09T18:02:44+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
145,68119,INGEST,9e260617-629d-4409-9045-9c9c9f3dd02e,137,56306,2014-11-09T18:02:50+00:00,closed,-5,"Cloudy Temp: 42 F, Humidity: 72%, Wind: SW 10 mph"
146,70914,INGEST,e9d520e4-f374-48e4-89bc-1b1824b771d9,136,56305,2014-11-09T18:03:10+00:00,closed,-5,"Partly Cloudy Temp: 57 F, Humidity: 37%, Wind: W 7 mph"
147,78270,INGEST,0a332596-63cf-4a91-9fd5-13562c846a18,152,56321,2014-11-16T21:25:05+00:00,closed,-6,"Cloudy Temp: 28 F, Humidity: 72%, Wind: SW 13 mph"
148,77442,INGEST,0d73cff0-3ecf-42d4-bad6-183200aaaa78,157,56326,2014-11-16T18:03:34+00:00,closed,-5,"Cloudy Temp: 45 F, Humidity: 39%, Wind: SW 6 mph"
149,69143,INGEST,1dbfcfbd-a388-4007-b664-c25a94bdbcdd,161,56330,2014-11-18T01:30:44+00:00,closed,-6,"Cloudy Temp: 25 F, Humidity: 64%, Wind: WSW 9 mph"
150,73073,INGEST,604d9562-f073-4fe4-b69a-2a71ca288f71,154,56323,2014-11-16T18:02:46+00:00,closed,-6,"Mostly Cloudy Temp: 77 F, Humidity: 60%, Wind: S 21 mph"
151,61792,INGEST,63c6f14d-0c32-44e0-ad60-a96a978ebbfe,150,56319,2014-11-16T18:02:45+00:00,closed,-6,"Cloudy, flurries Temp: 31 F, Humidity: 76%, Wind: SW 12 mph"
152,71573,INGEST,8939a634-7a90-47cf-9554-61d7439f28a9,148,56317,2014-11-14T01:26:45+00:00,closed,-5,"Clear Temp: 74 F, Humidity: 76%, Wind: NE 4 mph"
153,66751,INGEST,90df1123-4256-4ea0-84ce-b94cfb734099,160,56329,2014-11-17T01:30:55+00:00,closed,-5,"Snow Temp: 31 F, Humidity: 95%, Wind: WNW 4 mph"
154,67431,INGEST,a868214b-6a78-44a9-b2d8-e177d26b919a,151,56320,2014-11-16T18:02:42+00:00,closed,-5,"Cloudy Temp: 34 F, Humidity: 57%, Wind: sw 9 mph"
155,80352,INGEST,ab74c521-277d-4035-b237-1d73d1487861,155,56324,2014-11-16T18:03:16+00:00,closed,-5,"Cloudy Temp: 42 F, Humidity: 53%, Wind: SW 0 mph"
156,59401,INGEST,bc34dae3-0416-4e9b-b304-44e6a83fdf7c,156,56325,2014-11-16T18:02:37+00:00,closed,-6,"Temp:  F, Wind:   mph"
157,73314,INGEST,bc5f289d-f43f-42d4-b9e6-5377abfa2a0f,149,56318,2014-11-16T18:04:38+00:00,closed,-5,"Cloudy Temp: 48 F, Humidity: 28%, Wind: N 3 mph"
158,62487,INGEST,beac6362-aa99-4e48-935e-0d2c9e8d36cc,159,56328,2014-11-16T21:25:29+00:00,closed,-7,"Temp:  F, Wind:   mph"
159,66720,INGEST,ee353c41-e9e9-427b-8570-dfa93563772e,158,56327,2014-11-16T21:05:35+00:00,closed,-8,"Sunny Temp: 72 F, Humidity: 40%, Wind: W 13 mph"
160,76463,INGEST,f731134c-6134-42ef-9a0f-d0f4736c885e,153,56322,2014-11-16T18:03:41+00:00,closed,-6,"Cloudy  Temp: 21 F, Humidity: 65%, Wind: Northwest 8 mph"
161,68756,INGEST,1f2343b3-937b-474b-bfad-005035ba7c52,169,56338,2014-11-23T18:03:00+00:00,closed,-5,"Mostly sunny Temp: 58 F, Humidity: 40%, Wind: WSW 7 mph"
162,70799,INGEST,46bbaa65-4fee-490d-a39c-2b0482e7e0cb,174,56343,2014-11-23T21:25:28+00:00,closed,-8,"Cloudy Temp: 62 F, Humidity: 44%, Wind: WNW 9 mph"
163,69596,INGEST,4e10ba74-53b8-475f-a50b-aa022883b822,170,56339,2014-11-23T18:02:42+00:00,closed,-5,"Sunny Temp: 54 F, Humidity: 33%, Wind: S 7 mph"
164,70046,INGEST,6642126e-b3a8-42f8-951b-6aee5b5350ad,163,56332,2014-11-23T18:03:13+00:00,closed,-5,"Temp:  F, Wind:   mph"
165,68327,INGEST,7c6811c7-80d5-416d-91b7-15914e1cfe9b,172,56341,2014-11-23T21:06:01+00:00,closed,-8,"Sunny Temp: 51 F, Humidity: 79%, Wind: SSw 10 mph"
166,64328,INGEST,8dd58e02-79f0-49e6-9ab3-7ba4cd933b1c,167,56336,2014-11-23T18:02:36+00:00,closed,-5,"Rain Temp: 50 F, Humidity: 89%, Wind: ESE 8 mph"
167,76987,INGEST,a131287d-9b9d-4e1b-9d0c-473c46bf3f32,173,56342,2014-11-23T21:25:21+00:00,closed,-7,"Mostly Cloudy Temp: 39 F, Humidity: 36%, Wind: N 6 mph"
168,80520,INGEST,a5693554-f7c8-484f-92e6-9e05c32f6191,175,56344,2014-11-24T01:30:55+00:00,closed,-5,"Cloudy Temp: 51 F, Humidity: 58%, Wind: South 2 mph"
169,56044,INGEST,b7e761e1-0bf7-4512-a54e-aec734935e5c,164,56333,2014-11-25T00:05:33+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
170,61109,INGEST,c2b22b91-c200-4760-84b7-46c47b96c5f7,165,56334,2014-11-23T18:02:46+00:00,closed,-6,"Cloudy Temp: 54 F, Humidity: 75%, Wind: S 12 mph"
171,52865,INGEST,d955abb4-a84a-4815-9d28-2727d2a5b624,162,56331,2014-11-21T01:26:33+00:00,closed,-8,"Cloudy Temp: 57 F, Humidity: 88%, Wind: SSE 6 mph"
172,66040,INGEST,dd99429f-b4e8-4ac2-b54f-f3d8fce5c1e8,171,56340,2014-11-23T21:05:36+00:00,closed,-8,"Sunny Temp: 72 F, Humidity: 40%, Wind: WNW 5 mph"
173,71777,INGEST,de8f27ac-1c44-4483-98d0-668771c72c04,166,56335,2014-11-23T18:02:41+00:00,closed,-6,"Sunny Temp: 71 F, Humidity: 61%, Wind: SW 10 mph"
174,73373,INGEST,e14c8385-836c-4852-ab37-cb03e4223a4b,176,56345,2014-11-25T01:30:39+00:00,closed,-6,"Mostly Cloudy Temp: 63 F, Humidity: 58%, Wind: N 9 mph"
175,52386,INGEST,e8a2a5e6-dcc4-4357-9b8e-b6cbcb34c03c,168,56337,2014-11-23T18:03:16+00:00,closed,-6,"Cloudy Temp: 49 F, Wind:   mph"
176,78431,INGEST,05ae563a-a67a-45b9-8bd3-3545e27d72f4,190,56359,2014-11-30T21:25:31+00:00,closed,-6,"Mostly cloudy Temp: 28 F, Humidity: 60%, Wind: NW 14 mph"
177,70799,INGEST,08df8e24-87f8-412c-b92a-81b2bec39590,179,56348,2014-11-28T01:31:02+00:00,closed,-8,"Clear Temp: 68 F, Humidity: 45%, Wind: Calm 0 mph"
178,76894,INGEST,1475d419-851a-4f7d-9a73-111944ffa427,191,56360,2014-12-01T01:31:33+00:00,closed,-6,"Cloudy Temp: 27 F, Humidity: 48%, Wind: North 18 mph"
179,64687,INGEST,462dd148-7639-4bac-8591-286376f56e65,184,56353,2014-11-30T18:03:00+00:00,closed,-5,"0% Chance of rain Temp: 71 F, Wind: E 5 mph"
180,61916,INGEST,6985b7e7-a1d4-4886-9b19-d04e5a0f840d,186,56355,2014-11-30T18:03:10+00:00,closed,-5,"Cloudy Temp: 63 F, Humidity: 55%, Wind: From SW 15 mph"
181,78160,INGEST,69df5bb3-5116-4cb3-addb-031ec3810a19,192,56361,2014-12-02T01:31:01+00:00,closed,-5,"Temp: 42 F, Humidity: 75%, Wind: NW 6 mph"
182,91379,INGEST,74c63e36-300f-4f5c-a306-97eacb918e69,178,56347,2014-11-27T21:35:59+00:00,closed,-6,"Temp:  F, Wind:   mph"
183,55650,INGEST,7a35a0ee-15bf-4cf8-815b-9a1184fe000e,187,56356,2014-11-30T18:03:12+00:00,closed,-6,"Temp:  F, Wind:   mph"
184,68576,INGEST,930d7c64-7684-49e3-b008-1e153917ad8a,181,56350,2014-11-30T18:02:39+00:00,closed,-5,"Cloudy Temp: 57 F, Humidity: 61%, Wind: SW 17 mph"
185,69557,INGEST,9fe38c95-4c44-4b3a-b1b6-e51e78da8733,189,56358,2014-11-30T21:05:16+00:00,closed,-5,"Temp:  F, Wind:   mph"
186,71060,INGEST,a7f9b444-cd76-486f-9055-b3d0840f6113,180,56349,2014-11-30T18:02:44+00:00,closed,-5,"Partly Cloudy Temp: 54 F, Humidity: 0%, Wind: SSW 8 mph"
187,64175,INGEST,ad63a632-4322-41b7-b885-86a1156e9b1a,177,56346,2014-11-27T17:39:19+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
188,65352,INGEST,bd3e4487-c13d-4446-8a81-ece344ca24e2,183,56352,2014-11-30T18:02:44+00:00,closed,-5,"Mostly cloudy Temp: 63 F, Humidity: 69%, Wind: SW 25 mph"
189,71714,INGEST,c6a37287-140e-4f36-9ca0-7c3702d462b6,182,56351,2014-11-30T18:02:35+00:00,closed,-6,"Partly Cloudy Temp: 76 F, Humidity: 63%, Wind: SSE 12 mph"
190,56340,INGEST,ed5b1b66-c2ba-4b24-ae43-5b7d36a890d5,188,56357,2014-11-30T18:02:46+00:00,closed,-5,"Sunny Temp: 77 F, Humidity: 54%, Wind: E 7 mph"
191,52016,INGEST,f8a61ea9-7c2b-4133-ad59-8043306411e8,185,56354,2014-11-30T18:02:46+00:00,closed,-6,"Sunny Temp: 12 F, Wind: Northwest 17 mph"
192,77512,INGEST,10d82d9b-e511-4908-9fa7-6a91e4d165a4,208,56377,2014-12-09T01:30:45+00:00,closed,-6,"Flurries Temp: 33 F, Humidity: 96%, Wind:  0 mph"
193,76913,INGEST,11e269d4-2e8d-4667-be47-425d49fb6897,204,56373,2014-12-07T21:05:34+00:00,closed,-7,"Mostly Sunny Temp: 63 F, Humidity: 15%, Wind: SE 3 mph"
194,62387,INGEST,2b56d8bd-af52-4f53-bb11-5a69f99a7238,203,56372,2014-12-07T21:05:35+00:00,closed,-7,"Temp:  F, Wind:   mph"
195,69596,INGEST,4753fc04-db42-46c6-9a1f-13389c50e4fe,206,56375,2014-12-07T21:25:23+00:00,closed,-5,"Mostly Sunny Temp: 45 F, Humidity: 32%, Wind: NNE 15 mph"
196,71120,INGEST,4bdf15d6-3a85-4b4d-9430-4a38aec556ef,202,56371,2014-12-07T18:03:13+00:00,closed,-5,"Sunny Temp: 45 F, Humidity: 37%, Wind: North 8 mph"
197,69143,INGEST,51014fa4-be2a-4b49-b82b-bf76e72523bd,201,56370,2014-12-07T18:03:14+00:00,closed,-6,"Cloudy Temp: 45 F, Humidity: 57%, Wind: ENE 6 mph"
198,55300,INGEST,5d79d4f6-a18c-42e4-ba6e-40950b9d187d,205,56374,2014-12-07T21:25:51+00:00,closed,-8,"Overcast Temp: 63 F, Humidity: 78%, Wind: Calm No Wind mph"
199,65512,INGEST,5daa20cc-a531-4545-94fc-46a8071f15a5,194,56363,2014-12-07T18:02:44+00:00,closed,-5,"Sunny Temp: 39 F, Humidity: 70%, Wind: N 8 mph"
200,73006,INGEST,6aa60a80-c63f-40af-94fe-4b62b1a7d4b7,200,56369,2014-12-07T18:03:05+00:00,closed,-6,"Cloudy Temp: 55 F, Humidity: 66%, Wind: NNE 9 mph"
201,61558,INGEST,6bd89c33-bc3f-47b0-aa28-2df630649f95,193,56362,2014-12-05T01:26:25+00:00,closed,-6,"Cloudy Temp: 35 F, Humidity: 62%, Wind: SE 5 mph"
202,52152,INGEST,845d0a7d-5d1b-4ccb-960e-274015666e3b,199,56368,2014-12-07T18:02:43+00:00,closed,-6,"Cloudy Temp: 32 F, Wind: Southeast 17 mph"
203,68815,INGEST,8670f28d-fe6b-479a-b93b-cd671ddbc631,207,56376,2014-12-08T01:31:09+00:00,closed,-8,"Partly Cloudy Temp: 67 F, Humidity: 59%, Wind: NNW 7 mph"
204,61489,INGEST,88959d07-0ad3-478d-9cfb-2bd078b3f70f,196,56365,2014-12-07T18:02:54+00:00,closed,-5,"Climate Control  Temp: 68 F, Humidity: 70%, Wind:   mph"
205,61070,INGEST,8e5a1177-afc3-4f9b-9427-9d8005e37ea3,197,56366,2014-12-07T18:03:37+00:00,closed,-5,"10% Chance of rain Temp: 61 F, Humidity: 60%, Wind: N 15 mph"
206,67431,INGEST,9e6de8fd-63bd-431a-b830-ae514f368e3f,195,56364,2014-12-07T18:03:19+00:00,closed,-5,"Sunny Temp: 37 F, Humidity: 61%, Wind: East 10 mph"
207,70244,INGEST,d8e8e97b-2dff-44a9-821d-1842cd6de5fe,198,56367,2014-12-07T18:02:33+00:00,closed,-5,"Sunny Temp: 76 F, Humidity: 68%, Wind: NW 10 mph"
208,65148,INGEST,011fac67-f119-4343-9176-5ab722c97b15,216,56385,2014-12-14T18:02:39+00:00,closed,-5,"Foggy Temp: 44 F, Humidity: 95%, Wind: S 7 mph"
209,71161,INGEST,0352534c-c6b4-4bcb-a444-837e59537450,210,56379,2014-12-14T18:02:40+00:00,closed,-5,"Indoors Temp:  F, Wind:   mph"
210,55880,INGEST,056f7211-643b-45b8-8001-e8d239867fdd,209,56378,2014-12-12T01:26:26+00:00,closed,-6,"Temp:  F, Wind:   mph"
211,72153,INGEST,07017b1c-ea30-49b2-8d7d-64927df0a5b2,217,56386,2014-12-14T18:02:44+00:00,closed,-6,"Cloudy Temp: 58 F, Humidity: 78%, Wind: South 16 mph"
212,70801,INGEST,1613da1f-af49-4545-b543-61a5db7fd600,211,56380,2014-12-14T18:04:34+00:00,closed,-5,"Mostly Cloudy, Chilly Temp: 47 F, Humidity: 64%, Wind: NW 3 mph"
213,60996,INGEST,19d66c0c-c3e0-4174-a330-650570182509,224,56393,2014-12-16T01:30:23+00:00,closed,-6,"Occasional rain ending in the 10PM hour Temp: 44 F, Humidity: 93%, Wind: SSE 5 mph"
214,77628,INGEST,1fb3a73c-415a-4ca1-9824-d938e250cbeb,219,56388,2014-12-14T18:02:29+00:00,closed,-5,"Cloudy Temp: 43 F, Humidity: 63%, Wind: NNW 9 mph"
215,68526,INGEST,22d9c631-49d9-4e4d-9f20-bf2ae3bfa2dc,222,56391,2014-12-14T21:25:32+00:00,closed,-8,"Sunny Temp: 46 F, Humidity: 74%, Wind: NW 4 mph"
216,67431,INGEST,56b5af16-da78-4ed3-b8d8-c494288b8499,214,56383,2014-12-14T18:02:44+00:00,closed,-5,"Overcast Temp: 43 F, Humidity: 94%, Wind: West 7 mph"
217,68682,INGEST,5b2f5567-b3fc-4bc9-ae75-5d7d76699ce6,220,56389,2014-12-14T21:05:53+00:00,closed,-8,"Sunny Temp: 64 F, Humidity: 46%, Wind: WNW 6 mph"
218,72842,INGEST,645db93d-eaf2-43ec-a147-420e4bf2ef55,213,56382,2014-12-14T18:04:26+00:00,closed,-5,"Sunny Temp: 60 F, Humidity: 36%, Wind: N 0 mph"
219,70214,INGEST,842bd872-6632-4f35-98d8-e04e143074bc,212,56381,2014-12-14T18:03:22+00:00,closed,-5,"Partly cloudy Temp: 38 F, Humidity: 89%, Wind: W 10 mph"
220,69596,INGEST,a61e04cb-78f8-43a0-a327-6e034e444955,223,56392,2014-12-15T01:31:25+00:00,closed,-5,"Partly Cloudy Temp: 41 F, Humidity: 69%, Wind: NW 9 mph"
221,62490,INGEST,af785a92-11f0-4051-a9fb-2af1857df6ee,215,56384,2014-12-14T21:25:32+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
222,68756,INGEST,cf36927a-8e95-4357-8325-2fdeb6391d0f,218,56387,2014-12-14T18:02:43+00:00,closed,-5,"Sunny Temp: 43 F, Humidity: 55%, Wind: NNW 9 mph"
223,69143,INGEST,f743d8d4-439f-477a-930e-433558d39d66,221,56390,2014-12-14T21:05:37+00:00,closed,-6,"Cloundy Temp: 54 F, Humidity: 58%, Wind: E 6 mph"
224,61420,INGEST,36e15098-65d4-48b5-ab96-d29ac4268b21,229,56398,2014-12-21T18:03:15+00:00,closed,-6,"Cloudy Temp: 36 F, Humidity: 74%, Wind: S 13 mph"
225,91899,INGEST,48056ccd-bf8d-474a-bd21-f57967f7d3dd,237,56406,2014-12-21T21:25:49+00:00,closed,-6,"Temp:  F, Wind:   mph"
226,70699,INGEST,4d269647-bbb0-49ba-b245-d098dbdcc6c4,226,56395,2014-12-21T01:26:44+00:00,closed,-8,"Cloudy Temp: 61 F, Humidity: 75%, Wind: SW 5 mph"
227,71771,INGEST,5a02111b-912d-4961-94ac-8e02fd230e8d,230,56399,2014-12-21T18:02:45+00:00,closed,-6,"Cloudy Temp: 54 F, Humidity: 77%, Wind: ENE 4 mph"
228,61202,INGEST,60d838ed-dbbc-47ae-95f5-199d552974b6,225,56394,2014-12-19T01:26:30+00:00,closed,-5,"Temp: 58 F, Wind: NW 2 mph"
229,73810,INGEST,7c864c19-63e9-4bdb-8e23-d9200d1e6735,228,56397,2014-12-21T18:02:29+00:00,closed,-5,"Cloudy Temp: 48 F, Humidity: 65%, Wind: NNE 3 mph"
230,78160,INGEST,9057e0c8-f51f-4edc-9bde-9203572cc9d2,233,56402,2014-12-21T18:03:07+00:00,closed,-5,"Temp: 34 F, Humidity: 75%, Wind: NW 9 mph"
231,60865,INGEST,a160b473-e667-4061-b51c-1ca9ffa17446,234,56403,2014-12-21T18:02:49+00:00,closed,-5,"Sunny Temp: 36 F, Humidity: 50%, Wind: From SSE 1 mph"
232,78897,INGEST,add46776-4ab6-4662-9c98-e86919bcfae9,227,56396,2014-12-20T21:30:37+00:00,closed,-5,"Cloudy Temp: 37 F, Humidity: 56%, Wind:   mph"
233,66107,INGEST,b5306b6f-9dbd-4da3-b412-efb3c13dfe86,240,56409,2014-12-23T01:30:39+00:00,closed,-5,"Cloudy Temp: 47 F, Humidity: 70%, Wind: N 8 mph"
234,53436,INGEST,bd7f350a-1881-42df-9368-fe8adc8f42f7,238,56407,2014-12-21T21:25:33+00:00,closed,-8,"Cloudy Temp: 64 F, Humidity: 84%, Wind: WNW 10 mph"
235,64247,INGEST,c044b72e-06f1-4bb6-941f-6f9fb94bb10a,235,56404,2014-12-21T18:03:02+00:00,closed,-5,"Cloudy Temp: 75 F, Humidity: 65%, Wind: N 7 mph"
236,73164,INGEST,c92e9c95-40e6-4931-b2d8-c55455d867e0,232,56401,2014-12-21T18:03:24+00:00,closed,-6,"Cloudy Temp: 55 F, Humidity: 82%, Wind: E 4 mph"
237,55851,INGEST,e2663909-bbfd-4bdc-b87d-98eba62f6016,236,56405,2014-12-21T21:05:58+00:00,closed,-6,"Temp:  F, Wind:   mph"
238,63806,INGEST,e703187f-4b97-47fd-97f6-9c9b24c94454,239,56408,2014-12-22T01:31:52+00:00,closed,-7,"Temp:  F, Wind:   mph"
239,66203,INGEST,ea8e16d8-beb6-4bc3-9502-d5d509046a22,231,56400,2014-12-21T18:03:09+00:00,closed,-5,"Partly Cloudy Temp: 80 F, Humidity: 58%, Wind: SE 9 mph"
240,80897,INGEST,1e620bfd-57e3-41ab-868e-cf4bb4c2252a,253,56422,2014-12-28T18:02:46+00:00,closed,-5,"Cloudy Temp: 58 F, Humidity: 54%, Wind: Calm 0 mph"
241,68756,INGEST,3ef96008-4405-42d4-854a-96141d3cc735,248,56417,2014-12-28T18:02:26+00:00,closed,-5,"Mostly Cloudy Temp: 49 F, Humidity: 74%, Wind: NW 9 mph"
242,70220,INGEST,3ffec59f-a194-4bc8-ae6d-2673d1714f6a,246,56415,2014-12-28T18:02:43+00:00,closed,-5,"Partly Cloudy Temp: 80 F, Humidity: 68%, Wind: SE 12 mph"
243,71015,INGEST,47615bb8-7102-4cfb-a49e-28a71fe62cad,241,56410,2014-12-28T21:25:26+00:00,closed,-5,"Temp:  F, Wind:   mph"
244,79150,INGEST,57679c21-c78d-477d-8459-194c13e3f529,249,56418,2014-12-28T18:02:51+00:00,closed,-5,"Cloudy Temp: 48 F, Humidity: 82%, Wind: SSW 8 mph"
245,64697,INGEST,94664e00-2447-4e68-9215-c0f66b0cada2,250,56419,2014-12-29T01:30:54+00:00,closed,-5,"Cloudy Temp: 37 F, Humidity: 68%, Wind: From NW 5 mph"
246,68453,INGEST,ba53a127-78c4-4687-b073-5551bf3a70ee,256,56425,2014-12-28T21:26:47+00:00,closed,-8,"Cloudy Temp: 43 F, Humidity: 81%, Wind: SE 5 mph"
247,69143,INGEST,be8ae391-29f8-4560-8010-03de2bf015d3,252,56421,2014-12-28T18:02:20+00:00,closed,-6,"Cloudy Temp: 40 F, Humidity: 99%, Wind: North 6 mph"
248,59952,INGEST,bec689bd-7c4e-4490-8251-55bdfa68f559,251,56420,2014-12-28T18:03:17+00:00,closed,-5,"Cloudy Temp: 79 F, Humidity: 74%, Wind: SW 6 mph"
249,70699,INGEST,c8a05476-2e58-4798-8ade-f14b04fc2563,255,56424,2014-12-28T21:25:45+00:00,closed,-8,"Sunny Temp: 51 F, Humidity: 60%, Wind: NW 3 mph"
250,52364,INGEST,d70e985d-64f6-4a6a-97b7-af5db56e5388,247,56416,2014-12-28T18:02:49+00:00,closed,-6,"Cloudy Temp: 15 F, Humidity: 77%, Wind:  Calm mph"
251,71070,INGEST,e2bb6edf-4675-4047-a4e1-3ad2c48acb85,242,56411,2014-12-28T18:02:49+00:00,closed,-5,"Cloudy Temp: 54 F, Humidity: 0%, Wind: WNW 5 mph"
252,71777,INGEST,e832b1dd-6498-444e-ab7a-6067744ee4ff,244,56413,2014-12-28T18:02:55+00:00,closed,-6,"Rain Temp: 43 F, Humidity: 93%, Wind: NNW 11 mph"
253,78408,INGEST,ee11dd66-674a-484d-b444-ff3695df8b6d,243,56412,2014-12-28T21:25:18+00:00,closed,-6,"Cloudy Temp: 27 F, Humidity: 69%, Wind: West 5 mph"
254,73952,INGEST,f611ce4d-2388-4675-ad12-f1c1efcd9403,245,56414,2014-12-28T18:03:07+00:00,closed,-6,"Temp: 31 F, Humidity: 63%, Wind: South Southwest 7 mph"
255,76929,INGEST,fa04f299-aa2d-4a30-8fc1-9ae2cf74663c,254,56423,2014-12-28T21:25:26+00:00,closed,-7,"Partly Cloudy Temp: 40 F, Humidity: 28%, Wind: NE 7 mph"
